NewVehicleRef,Timestamp_x,segment_id,HalfHourly,intersections_y,busstops_y,DayOfWeek_y,Holiday_y,BusLane_y,AvgSpeed
MTA NYCT_3889_1,2018-04-06 16:00:08-04:00,4,0,9,1,5,0,True,1.62314465409
MTA NYCT_3889_1,2018-04-09 17:59:33-04:00,4,3,9,1,1,0,True,2.41321705426
MTA NYCT_3889_1,2018-04-11 17:25:39-04:00,4,2,9,1,3,0,True,2.28652830189
MTA NYCT_3889_1,2018-04-06 16:03:18-04:00,5,0,8,3,5,0,True,1.95857777778
MTA NYCT_3889_1,2018-04-09 18:04:55-04:00,5,4,8,3,1,0,True,1.54378881988
MTA NYCT_3889_1,2018-04-11 17:30:36-04:00,5,3,8,3,3,0,True,1.06315436242
MTA NYCT_3889_1,2018-04-06 16:07:36-04:00,6,0,9,3,5,0,True,2.18544502618
MTA NYCT_3889_1,2018-04-09 18:12:34-04:00,6,4,9,3,1,0,True,1.84711206897
MTA NYCT_3889_1,2018-04-11 17:36:05-04:00,6,3,9,3,3,0,True,1.54014035088
MTA NYCT_3889_2,2018-04-06 18:48:59-04:00,1,5,11,4,5,0,True,3.70393700787
MTA NYCT_3889_2,2018-04-06 18:53:04-04:00,2,5,15,5,5,0,True,2.92802083333
MTA NYCT_3889_2,2018-04-06 18:58:46-04:00,3,5,16,6,5,0,False,1.74336414048
MTA NYCT_3889_2,2018-04-06 19:08:51-04:00,4,6,9,1,5,0,False,1.83984126984
MTA NYCT_3889_2,2018-04-06 19:12:32-04:00,5,6,8,3,5,0,False,2.85610526316
MTA NYCT_3889_2,2018-04-06 19:16:13-04:00,6,6,9,3,5,0,False,1.77481675393
MTA NYCT_3890_1,2018-04-06 17:02:27-04:00,1,2,11,4,5,0,True,4.84288461538
MTA NYCT_3890_1,2018-04-10 16:39:41-04:00,1,1,11,4,2,0,True,2.28678125
MTA NYCT_3890_1,2018-04-06 17:05:35-04:00,2,2,15,5,5,0,True,2.02689727463
MTA NYCT_3890_1,2018-04-10 16:47:08-04:00,2,1,15,5,2,0,True,2.0963654224
MTA NYCT_3890_1,2018-04-06 17:14:35-04:00,3,2,16,6,5,0,True,2.33452755906
MTA NYCT_3890_1,2018-04-10 16:56:09-04:00,3,1,16,6,2,0,True,2.14501052632
MTA NYCT_3890_1,2018-04-06 17:24:06-04:00,4,2,9,1,5,0,True,2.05553784861
MTA NYCT_3890_1,2018-04-10 17:04:35-04:00,4,2,9,1,2,0,True,2.36168674699
MTA NYCT_3890_1,2018-04-06 17:28:49-04:00,5,2,8,3,5,0,True,3.45773584906
MTA NYCT_3890_1,2018-04-10 17:09:16-04:00,5,2,8,3,2,0,True,1.75846456693
MTA NYCT_3890_1,2018-04-06 17:31:59-04:00,6,3,9,3,5,0,True,1.69616352201
MTA NYCT_3890_1,2018-04-10 17:14:34-04:00,6,2,9,3,2,0,True,1.56470899471
MTA NYCT_3891_1,2018-04-06 16:00:01-04:00,1,0,11,4,5,0,True,1.2304743083
MTA NYCT_3891_1,2018-04-08 17:35:12-04:00,1,3,11,4,7,1,False,3.18771551724
MTA NYCT_3891_1,2018-04-12 16:50:14-04:00,1,1,11,4,4,0,True,3.34336170213
MTA NYCT_3891_1,2018-04-06 16:04:45-04:00,2,0,15,5,5,0,True,2.43286036036
MTA NYCT_3891_1,2018-04-08 17:39:35-04:00,2,3,15,5,7,1,False,2.26042889391
MTA NYCT_3891_1,2018-04-12 16:54:41-04:00,2,1,15,5,4,0,True,1.76914396887
MTA NYCT_3891_1,2018-04-06 16:13:16-04:00,3,0,16,6,5,0,True,2.0721703854
MTA NYCT_3891_1,2018-04-08 17:47:29-04:00,3,3,16,6,7,1,False,2.27716101695
MTA NYCT_3891_1,2018-04-12 17:04:19-04:00,3,2,16,6,4,0,True,2.05070103093
MTA NYCT_3891_1,2018-04-06 16:22:32-04:00,4,0,9,1,5,0,True,1.56981865285
MTA NYCT_3891_1,2018-04-08 17:55:53-04:00,4,3,9,1,7,1,False,2.2331981982
MTA NYCT_3891_1,2018-04-12 17:14:05-04:00,4,2,9,1,4,0,True,1.75926984127
MTA NYCT_3891_1,2018-04-06 16:30:02-04:00,5,1,8,3,5,0,True,2.68012578616
MTA NYCT_3891_1,2018-04-08 18:01:17-04:00,5,4,8,3,7,1,False,2.51147286822
MTA NYCT_3891_1,2018-04-12 17:19:51-04:00,5,2,8,3,4,0,True,0.956110056926
MTA NYCT_3891_1,2018-04-06 16:33:56-04:00,6,1,9,3,5,0,True,1.2556284153
MTA NYCT_3891_1,2018-04-08 18:03:58-04:00,6,4,9,3,7,1,False,1.4921025641
MTA NYCT_3891_1,2018-04-12 17:29:40-04:00,6,2,9,3,4,0,True,1.10968531469
MTA NYCT_3893_1,2018-04-08 16:00:28-04:00,3,0,16,6,7,1,False,
MTA NYCT_3893_1,2018-04-08 16:01:31-04:00,4,0,9,1,7,1,False,2.78688888889
MTA NYCT_3893_1,2018-04-10 16:00:23-04:00,4,0,9,1,2,0,True,0.303183856502
MTA NYCT_3893_1,2018-04-08 16:06:20-04:00,5,0,8,3,7,1,False,3.58381679389
MTA NYCT_3893_1,2018-04-10 16:04:37-04:00,5,0,8,3,2,0,True,2.81936842105
MTA NYCT_3893_1,2018-04-08 16:09:02-04:00,6,0,9,3,7,1,False,3.15515463918
MTA NYCT_3893_1,2018-04-10 16:07:19-04:00,6,0,9,3,2,0,True,2.33855670103
MTA NYCT_3893_2,2018-04-08 18:41:24-04:00,1,5,11,4,7,1,False,3.88322916667
MTA NYCT_3893_2,2018-04-10 18:54:54-04:00,1,5,11,4,2,0,True,3.56149606299
MTA NYCT_3893_2,2018-04-08 18:45:08-04:00,2,5,15,5,7,1,False,3.39496551724
MTA NYCT_3893_2,2018-04-10 18:57:33-04:00,2,5,15,5,2,0,False,2.70798053528
MTA NYCT_3893_2,2018-04-08 18:50:30-04:00,3,5,16,6,7,1,False,2.71140883978
MTA NYCT_3893_2,2018-04-10 19:05:28-04:00,3,6,16,6,2,0,False,1.79029684601
MTA NYCT_3893_2,2018-04-08 18:57:04-04:00,4,5,9,1,7,1,False,3.5060625
MTA NYCT_3893_2,2018-04-10 19:14:59-04:00,4,6,9,1,2,0,False,2.58129464286
MTA NYCT_3893_2,2018-04-08 19:00:16-04:00,5,6,8,3,7,1,False,8.20030769231
MTA NYCT_3893_2,2018-04-10 19:19:47-04:00,5,6,8,3,2,0,False,1.9331277533
MTA NYCT_3893_2,2018-04-08 19:01:52-04:00,6,6,9,3,7,1,False,3.38318181818
MTA NYCT_3893_2,2018-04-10 19:24:05-04:00,6,6,9,3,2,0,False,1.904625
MTA NYCT_3894_1,2018-04-07 16:23:32-04:00,1,0,11,4,6,1,False,2.51096885813
MTA NYCT_3894_1,2018-04-10 16:48:38-04:00,1,1,11,4,2,0,True,2.52978947368
MTA NYCT_3894_1,2018-04-11 16:53:40-04:00,1,1,11,4,3,0,True,0.7395215311
MTA NYCT_3894_1,2018-04-12 17:58:16-04:00,1,3,11,4,4,0,True,4.38829113924
MTA NYCT_3894_1,2018-04-07 16:28:53-04:00,2,0,15,5,6,1,False,2.28757894737
MTA NYCT_3894_1,2018-04-10 16:53:55-04:00,2,1,15,5,2,0,True,2.66263157895
MTA NYCT_3894_1,2018-04-11 17:11:38-04:00,2,2,15,5,3,0,True,1.86403846154
MTA NYCT_3894_1,2018-04-12 18:02:06-04:00,2,4,15,5,4,0,True,2.31974828375
MTA NYCT_3894_1,2018-04-07 16:35:45-04:00,3,1,16,6,6,1,False,2.45195372751
MTA NYCT_3894_1,2018-04-10 17:01:25-04:00,3,2,16,6,2,0,True,2.34031460674
MTA NYCT_3894_1,2018-04-11 17:22:14-04:00,3,2,16,6,3,0,True,2.54176923077
MTA NYCT_3894_1,2018-04-12 18:09:54-04:00,3,4,16,6,4,0,True,2.16352813853
MTA NYCT_3894_1,2018-04-07 16:43:32-04:00,4,1,9,1,6,1,False,2.7321761658
MTA NYCT_3894_1,2018-04-10 17:09:21-04:00,4,2,9,1,2,0,True,1.97996415771
MTA NYCT_3894_1,2018-04-11 17:29:15-04:00,4,2,9,1,3,0,True,1.77629746835
MTA NYCT_3894_1,2018-04-12 18:18:07-04:00,4,4,9,1,4,0,True,2.10602316602
MTA NYCT_3894_1,2018-04-07 16:47:16-04:00,5,1,8,3,6,1,False,2.16756862745
MTA NYCT_3894_1,2018-04-10 17:15:36-04:00,5,2,8,3,2,0,True,1.36051724138
MTA NYCT_3894_1,2018-04-11 17:35:03-04:00,5,3,8,3,3,0,True,2.36761538462
MTA NYCT_3894_1,2018-04-12 18:23:02-04:00,5,4,8,3,4,0,True,1.93381322957
MTA NYCT_3894_1,2018-04-07 16:52:03-04:00,6,1,9,3,6,1,False,1.6778280543
MTA NYCT_3894_1,2018-04-10 17:21:56-04:00,6,2,9,3,2,0,True,1.576
MTA NYCT_3894_1,2018-04-11 17:37:45-04:00,6,3,9,3,3,0,True,2.26984293194
MTA NYCT_3894_1,2018-04-12 18:28:22-04:00,6,4,9,3,4,0,True,2.52860759494
MTA NYCT_3894_2,2018-04-07 19:29:08-04:00,1,6,11,4,6,1,False,5.81070866142
MTA NYCT_3894_2,2018-04-07 19:31:47-04:00,2,7,15,5,6,1,False,3.92921259843
MTA NYCT_3894_2,2018-04-07 19:38:46-04:00,3,7,16,6,6,1,False,2.48616161616
MTA NYCT_3894_2,2018-04-07 19:55:11-04:00,6,7,9,3,6,1,False,1.45020833333
MTA NYCT_3895_1,2018-04-09 17:21:50-04:00,1,2,11,4,1,0,True,3.86345549738
MTA NYCT_3895_1,2018-04-10 19:03:47-04:00,1,6,11,4,2,0,False,4.928
MTA NYCT_3895_1,2018-04-12 17:34:02-04:00,1,3,11,4,4,0,True,3.75240837696
MTA NYCT_3895_1,2018-04-09 17:25:32-04:00,2,2,15,5,1,0,True,1.91981443299
MTA NYCT_3895_1,2018-04-10 19:06:24-04:00,2,6,15,5,2,0,False,2.41416452442
MTA NYCT_3895_1,2018-04-12 17:38:17-04:00,2,3,15,5,4,0,True,1.5170754717
MTA NYCT_3895_1,2018-04-09 17:34:10-04:00,3,3,16,6,1,0,True,1.86494444444
MTA NYCT_3895_1,2018-04-10 19:13:24-04:00,3,6,16,6,2,0,False,2.71763532764
MTA NYCT_3895_1,2018-04-12 17:49:43-04:00,3,3,16,6,4,0,True,1.90464088398
MTA NYCT_3895_1,2018-04-09 17:43:42-04:00,4,3,9,1,1,0,True,1.71285714286
MTA NYCT_3895_1,2018-04-10 19:19:47-04:00,4,6,9,1,2,0,False,2.79905
MTA NYCT_3895_1,2018-04-12 17:59:50-04:00,4,3,9,1,4,0,True,1.6565
MTA NYCT_3895_1,2018-04-09 17:49:44-04:00,5,3,8,3,1,0,True,1.25706896552
MTA NYCT_3895_1,2018-04-10 19:24:11-04:00,5,6,8,3,2,0,False,2.01681102362
MTA NYCT_3895_1,2018-04-12 18:06:22-04:00,5,4,8,3,4,0,True,1.47094827586
MTA NYCT_3895_1,2018-04-09 17:56:36-04:00,6,3,9,3,1,0,True,1.7221319797
MTA NYCT_3895_1,2018-04-10 19:29:29-04:00,6,6,9,3,2,0,False,2.32925531915
MTA NYCT_3895_1,2018-04-12 18:13:14-04:00,6,4,9,3,4,0,True,1.10431980907
MTA NYCT_3896_1,2018-04-12 19:08:16-04:00,1,6,11,4,4,0,False,4.689140625
MTA NYCT_3896_1,2018-04-12 19:10:55-04:00,2,6,15,5,4,0,False,3.41080701754
MTA NYCT_3896_1,2018-04-12 19:16:12-04:00,3,6,16,6,4,0,False,2.23280269058
MTA NYCT_3896_1,2018-04-09 16:00:14-04:00,4,0,9,1,1,0,True,1.21831578947
MTA NYCT_3896_1,2018-04-12 19:24:11-04:00,4,6,9,1,4,0,False,2.76421052632
MTA NYCT_3896_1,2018-04-09 16:02:21-04:00,5,0,8,3,1,0,True,1.52437062937
MTA NYCT_3896_1,2018-04-12 19:27:54-04:00,5,6,8,3,4,0,False,2.49932291667
MTA NYCT_3896_1,2018-04-09 16:07:39-04:00,6,0,9,3,1,0,True,2.52154761905
MTA NYCT_3896_1,2018-04-12 19:31:39-04:00,6,7,9,3,4,0,False,2.49452173913
MTA NYCT_3896_2,2018-04-09 18:48:41-04:00,1,5,11,4,1,0,True,3.08434977578
MTA NYCT_3896_2,2018-04-09 18:52:56-04:00,2,5,15,5,1,0,True,2.36361256545
MTA NYCT_3896_2,2018-04-09 18:59:50-04:00,3,5,16,6,1,0,False,2.36055803571
MTA NYCT_3896_2,2018-04-09 19:07:50-04:00,4,6,9,1,1,0,False,1.92270588235
MTA NYCT_3896_2,2018-04-09 19:12:37-04:00,5,6,8,3,1,0,False,1.29319371728
MTA NYCT_3896_2,2018-04-09 19:16:20-04:00,6,6,9,3,1,0,False,1.72714285714
MTA NYCT_3897_1,2018-04-06 16:05:09-04:00,1,0,11,4,5,0,True,2.68368627451
MTA NYCT_3897_1,2018-04-10 18:27:59-04:00,1,4,11,4,2,0,True,3.17141732283
MTA NYCT_3897_1,2018-04-06 16:10:26-04:00,2,0,15,5,5,0,True,2.02946296296
MTA NYCT_3897_1,2018-04-10 18:33:18-04:00,2,5,15,5,2,0,True,3.05148788927
MTA NYCT_3897_1,2018-04-06 16:20:28-04:00,3,0,16,6,5,0,True,2.24136554622
MTA NYCT_3897_1,2018-04-10 18:38:39-04:00,3,5,16,6,2,0,True,2.58222222222
MTA NYCT_3897_1,2018-04-06 16:28:55-04:00,4,0,9,1,5,0,True,2.12743243243
MTA NYCT_3897_1,2018-04-10 18:45:02-04:00,4,5,9,1,2,0,True,1.59325
MTA NYCT_3897_1,2018-04-06 16:33:41-04:00,5,1,8,3,5,0,True,1.58410526316
MTA NYCT_3897_1,2018-04-10 18:51:27-04:00,5,5,8,3,2,0,True,2.25157480315
MTA NYCT_3897_1,2018-04-06 16:38:58-04:00,6,1,9,3,5,0,True,2.04878947368
MTA NYCT_3897_1,2018-04-10 18:54:06-04:00,6,5,9,3,2,0,True,2.3651875
MTA NYCT_3898_1,2018-04-06 16:00:07-04:00,3,0,16,6,5,0,True,2.44076749436
MTA NYCT_3898_1,2018-04-11 16:00:02-04:00,3,0,16,6,3,0,True,2.2568762279
MTA NYCT_3898_1,2018-04-06 16:08:02-04:00,4,0,9,1,5,0,True,2.56402714932
MTA NYCT_3898_1,2018-04-11 16:09:03-04:00,4,0,9,1,3,0,True,1.73821052632
MTA NYCT_3898_1,2018-04-06 16:12:15-04:00,5,0,8,3,5,0,True,1.74877828054
MTA NYCT_3898_1,2018-04-11 16:14:19-04:00,5,0,8,3,3,0,True,5.07584615385
MTA NYCT_3898_1,2018-04-06 16:16:28-04:00,6,0,9,3,5,0,True,2.73336842105
MTA NYCT_3898_1,2018-04-11 16:15:57-04:00,6,0,9,3,3,0,True,2.02168316832
MTA NYCT_3899_1,2018-04-10 17:17:34-04:00,1,2,11,4,2,0,True,2.45644827586
MTA NYCT_3899_1,2018-04-12 16:27:43-04:00,1,0,11,4,4,0,True,3.90842105263
MTA NYCT_3899_1,2018-04-10 17:22:56-04:00,2,2,15,5,2,0,True,1.33952261307
MTA NYCT_3899_1,2018-04-12 16:31:57-04:00,2,1,15,5,4,0,True,1.68847635727
MTA NYCT_3899_1,2018-04-10 17:36:43-04:00,3,3,16,6,2,0,True,1.36361778846
MTA NYCT_3899_1,2018-04-12 16:41:59-04:00,3,1,16,6,4,0,True,2.40736596737
MTA NYCT_3899_1,2018-04-10 17:51:07-04:00,4,3,9,1,2,0,True,2.62354037267
MTA NYCT_3899_1,2018-04-12 16:49:40-04:00,4,1,9,1,4,0,True,2.55857798165
MTA NYCT_3899_1,2018-04-10 17:54:20-04:00,5,3,8,3,2,0,True,1.89015625
MTA NYCT_3899_1,2018-04-12 16:54:20-04:00,5,1,8,3,4,0,True,1.95600917431
MTA NYCT_3899_1,2018-04-10 17:59:40-04:00,6,3,9,3,2,0,True,2.03142857143
MTA NYCT_3899_1,2018-04-12 16:58:30-04:00,6,1,9,3,4,0,True,1.53475524476
MTA NYCT_3900_1,2018-04-12 16:00:13-04:00,1,0,11,4,4,0,True,2.00317610063
MTA NYCT_3900_1,2018-04-12 16:06:02-04:00,2,0,15,5,4,0,True,1.86775747508
MTA NYCT_3900_1,2018-04-06 16:00:14-04:00,3,0,16,6,5,0,True,1.86994301994
MTA NYCT_3900_1,2018-04-12 16:16:36-04:00,3,0,16,6,4,0,True,1.91309484193
MTA NYCT_3900_1,2018-04-06 16:06:38-04:00,4,0,9,1,5,0,True,2.08379464286
MTA NYCT_3900_1,2018-04-07 16:00:21-04:00,4,0,9,1,6,1,False,1.5175
MTA NYCT_3900_1,2018-04-12 16:27:09-04:00,4,0,9,1,4,0,True,1.59128930818
MTA NYCT_3900_1,2018-04-06 16:10:55-04:00,5,0,8,3,5,0,True,1.59588050314
MTA NYCT_3900_1,2018-04-07 16:03:33-04:00,5,0,8,3,6,1,False,2.1501875
MTA NYCT_3900_1,2018-04-12 16:33:30-04:00,5,1,8,3,4,0,True,1.30121037464
MTA NYCT_3900_1,2018-04-06 16:16:45-04:00,6,0,9,3,5,0,True,2.19261146497
MTA NYCT_3900_1,2018-04-07 16:06:45-04:00,6,0,9,3,6,1,False,3.80147286822
MTA NYCT_3900_1,2018-04-12 16:40:20-04:00,6,1,9,3,4,0,True,2.00831818182
MTA NYCT_3900_2,2018-04-06 19:03:48-04:00,1,6,11,4,5,0,False,4.6042962963
MTA NYCT_3900_2,2018-04-07 18:39:24-04:00,1,5,11,4,6,1,False,5.98433070866
MTA NYCT_3900_2,2018-04-06 19:06:33-04:00,2,6,15,5,5,0,False,2.23489528796
MTA NYCT_3900_2,2018-04-07 18:42:04-04:00,2,5,15,5,6,1,False,1.85826722338
MTA NYCT_3900_2,2018-04-06 19:13:28-04:00,3,6,16,6,5,0,False,2.38452115813
MTA NYCT_3900_2,2018-04-07 18:50:34-04:00,3,5,16,6,6,1,False,1.50868012422
MTA NYCT_3900_2,2018-04-06 19:21:28-04:00,4,6,9,1,5,0,False,3.63627906977
MTA NYCT_3900_2,2018-04-06 19:24:39-04:00,5,6,8,3,5,0,False,1.62764940239
MTA NYCT_3900_2,2018-04-06 19:29:20-04:00,6,6,9,3,5,0,False,1.90959276018
MTA NYCT_3900_2,2018-04-07 19:15:43-04:00,6,6,9,3,6,1,False,2.49203125
MTA NYCT_3901_1,2018-04-06 16:00:04-04:00,5,0,8,3,5,0,True,1.12214285714
MTA NYCT_3901_1,2018-04-06 16:02:56-04:00,6,0,9,3,5,0,True,
MTA NYCT_3902_1,2018-04-06 17:06:49-04:00,1,2,11,4,5,0,True,1.81646341463
MTA NYCT_3902_1,2018-04-12 16:10:03-04:00,1,0,11,4,4,0,True,3.85147368421
MTA NYCT_3902_1,2018-04-06 17:14:11-04:00,2,2,15,5,5,0,True,1.95785854617
MTA NYCT_3902_1,2018-04-12 16:13:46-04:00,2,0,15,5,4,0,True,1.83694682676
MTA NYCT_3902_1,2018-04-06 17:23:43-04:00,3,2,16,6,5,0,True,1.94639718805
MTA NYCT_3902_1,2018-04-12 16:24:00-04:00,3,0,16,6,4,0,True,2.44147286822
MTA NYCT_3902_1,2018-04-06 17:33:43-04:00,4,3,9,1,5,0,True,2.53873873874
MTA NYCT_3902_1,2018-04-12 16:31:31-04:00,4,1,9,1,4,0,True,1.44675213675
MTA NYCT_3902_1,2018-04-06 17:37:56-04:00,5,3,8,3,5,0,True,1.45117460317
MTA NYCT_3902_1,2018-04-12 16:37:53-04:00,5,1,8,3,4,0,True,1.29196581197
MTA NYCT_3902_1,2018-04-06 17:43:42-04:00,6,3,9,3,5,0,True,1.80400793651
MTA NYCT_3902_1,2018-04-11 16:00:05-04:00,6,0,9,3,3,0,True,
MTA NYCT_3902_1,2018-04-12 16:44:47-04:00,6,1,9,3,4,0,True,1.94859375
MTA NYCT_3903_1,2018-04-07 16:14:11-04:00,1,0,11,4,6,1,False,5.45834645669
MTA NYCT_3903_1,2018-04-07 16:16:50-04:00,2,0,15,5,6,1,False,2.46415143603
MTA NYCT_3903_1,2018-04-07 16:24:33-04:00,3,0,16,6,6,1,False,2.1212804878
MTA NYCT_3903_1,2018-04-07 16:33:17-04:00,4,1,9,1,6,1,False,2.75490566038
MTA NYCT_3903_1,2018-04-07 16:37:04-04:00,5,1,8,3,6,1,False,2.40361256545
MTA NYCT_3903_1,2018-04-06 16:00:11-04:00,6,0,9,3,5,0,True,
MTA NYCT_3903_1,2018-04-07 16:40:47-04:00,6,1,9,3,6,1,False,2.51293706294
MTA NYCT_3904_1,2018-04-07 18:51:37-04:00,1,5,11,4,6,1,False,5.49338582677
MTA NYCT_3904_1,2018-04-11 18:41:15-04:00,1,5,11,4,3,0,True,3.35399103139
MTA NYCT_3904_1,2018-04-12 19:05:04-04:00,1,6,11,4,4,0,False,4.4996969697
MTA NYCT_3904_1,2018-04-07 18:54:16-04:00,2,5,15,5,6,1,False,2.88353448276
MTA NYCT_3904_1,2018-04-09 17:42:07-04:00,2,3,15,5,1,0,True,0.239375
MTA NYCT_3904_1,2018-04-11 18:45:30-04:00,2,5,15,5,3,0,True,2.36139841689
MTA NYCT_3904_1,2018-04-12 19:08:20-04:00,2,6,15,5,4,0,False,4.09959459459
MTA NYCT_3904_1,2018-04-07 19:01:08-04:00,3,6,16,6,6,1,False,1.70515706806
MTA NYCT_3904_1,2018-04-09 17:43:11-04:00,3,3,16,6,1,0,True,1.59543191801
MTA NYCT_3904_1,2018-04-11 18:52:20-04:00,3,5,16,6,3,0,True,2.29369955157
MTA NYCT_3904_1,2018-04-12 19:13:06-04:00,3,6,16,6,4,0,False,3.39813880126
MTA NYCT_3904_1,2018-04-09 17:55:07-04:00,4,3,9,1,1,0,True,1.6
MTA NYCT_3904_1,2018-04-11 19:00:17-04:00,4,6,9,1,3,0,False,2.10358974359
MTA NYCT_3904_1,2018-04-12 19:19:26-04:00,4,6,9,1,4,0,False,2.66937172775
MTA NYCT_3904_1,2018-04-09 18:02:02-04:00,5,4,8,3,1,0,True,2.7970212766
MTA NYCT_3904_1,2018-04-11 19:04:43-04:00,5,6,8,3,3,0,False,2.34653153153
MTA NYCT_3904_1,2018-04-12 19:23:08-04:00,5,6,8,3,4,0,False,3.1246875
MTA NYCT_3904_1,2018-04-07 19:21:20-04:00,6,6,9,3,6,1,False,2.69
MTA NYCT_3904_1,2018-04-09 18:04:09-04:00,6,4,9,3,1,0,True,2.28098958333
MTA NYCT_3904_1,2018-04-11 19:08:57-04:00,6,6,9,3,3,0,False,2.23888324873
MTA NYCT_3904_1,2018-04-12 19:25:48-04:00,6,6,9,3,4,0,False,4.33915789474
MTA NYCT_6748_1,2018-04-06 17:16:09-04:00,1,2,11,4,5,0,True,2.79134715026
MTA NYCT_6748_1,2018-04-07 17:05:12-04:00,1,2,11,4,6,1,False,4.63873134328
MTA NYCT_6748_1,2018-04-08 18:02:30-04:00,1,4,11,4,7,1,False,3.97382352941
MTA NYCT_6748_1,2018-04-11 17:05:41-04:00,1,2,11,4,3,0,True,0.627565674256
MTA NYCT_6748_1,2018-04-06 17:19:53-04:00,2,2,15,5,5,0,True,2.76662303665
MTA NYCT_6748_1,2018-04-07 17:07:57-04:00,2,2,15,5,6,1,False,1.99993534483
MTA NYCT_6748_1,2018-04-08 18:05:17-04:00,2,4,15,5,7,1,False,3.21636363636
MTA NYCT_6748_1,2018-04-10 18:10:19-04:00,2,4,15,5,2,0,True,
MTA NYCT_6748_1,2018-04-11 17:25:15-04:00,2,2,15,5,3,0,True,1.80357388316
MTA NYCT_6748_1,2018-04-06 17:26:46-04:00,3,2,16,6,5,0,True,1.97436399217
MTA NYCT_6748_1,2018-04-07 17:16:13-04:00,3,2,16,6,6,1,False,2.61282051282
MTA NYCT_6748_1,2018-04-08 18:10:35-04:00,3,4,16,6,7,1,False,2.9375862069
MTA NYCT_6748_1,2018-04-10 18:21:22-04:00,3,4,16,6,2,0,True,0.108181818182
MTA NYCT_6748_1,2018-04-11 17:35:34-04:00,3,3,16,6,3,0,True,2.22378619154
MTA NYCT_6748_1,2018-04-06 17:35:48-04:00,4,3,9,1,5,0,True,1.49688481675
MTA NYCT_6748_1,2018-04-07 17:23:52-04:00,4,2,9,1,6,1,False,3.29067307692
MTA NYCT_6748_1,2018-04-08 18:17:26-04:00,4,4,9,1,7,1,False,3.157109375
MTA NYCT_6748_1,2018-04-10 18:24:52-04:00,4,4,9,1,2,0,True,1.80763779528
MTA NYCT_6748_1,2018-04-11 17:43:34-04:00,4,3,9,1,3,0,True,2.46413385827
MTA NYCT_6748_1,2018-04-06 17:42:54-04:00,5,3,8,3,5,0,True,0.725484581498
MTA NYCT_6748_1,2018-04-07 17:26:39-04:00,5,2,8,3,6,1,False,1.67634920635
MTA NYCT_6748_1,2018-04-08 18:20:15-04:00,5,4,8,3,7,1,False,1.7465
MTA NYCT_6748_1,2018-04-10 18:28:03-04:00,5,4,8,3,2,0,True,1.43718562874
MTA NYCT_6748_1,2018-04-11 17:48:31-04:00,5,3,8,3,3,0,True,1.59993103448
MTA NYCT_6748_1,2018-04-06 17:50:59-04:00,6,3,9,3,5,0,True,1.664
MTA NYCT_6748_1,2018-04-07 17:28:14-04:00,6,2,9,3,6,1,False,3.10125
MTA NYCT_6748_1,2018-04-08 18:23:28-04:00,6,4,9,3,7,1,False,1.56183246073
MTA NYCT_6748_1,2018-04-10 18:31:22-04:00,6,5,9,3,2,0,True,1.58143859649
MTA NYCT_6748_1,2018-04-11 17:53:52-04:00,6,3,9,3,3,0,True,1.74891050584
MTA NYCT_6749_1,2018-04-06 18:11:29-04:00,1,4,11,4,5,0,True,4.71443037975
MTA NYCT_6749_1,2018-04-07 17:33:41-04:00,1,3,11,4,6,1,False,3.91808
MTA NYCT_6749_1,2018-04-09 16:26:16-04:00,1,0,11,4,1,0,True,2.84103603604
MTA NYCT_6749_1,2018-04-10 16:23:22-04:00,1,0,11,4,2,0,True,4.89359375
MTA NYCT_6749_1,2018-04-12 16:35:12-04:00,1,1,11,4,4,0,True,2.93200787402
MTA NYCT_6749_1,2018-04-06 18:14:39-04:00,2,4,15,5,5,0,True,1.63246688742
MTA NYCT_6749_1,2018-04-07 17:36:19-04:00,2,3,15,5,6,1,False,2.57965879265
MTA NYCT_6749_1,2018-04-09 16:30:30-04:00,2,1,15,5,1,0,True,2.08926778243
MTA NYCT_6749_1,2018-04-10 16:26:02-04:00,2,0,15,5,2,0,True,2.61785100287
MTA NYCT_6749_1,2018-04-12 16:39:57-04:00,2,1,15,5,4,0,True,2.01466216216
MTA NYCT_6749_1,2018-04-06 18:25:14-04:00,3,4,16,6,5,0,True,1.43426812585
MTA NYCT_6749_1,2018-04-07 17:43:12-04:00,3,3,16,6,6,1,False,2.22029345372
MTA NYCT_6749_1,2018-04-08 16:00:18-04:00,3,0,16,6,7,1,False,4.10302083333
MTA NYCT_6749_1,2018-04-09 16:38:59-04:00,3,1,16,6,1,0,True,2.2067578125
MTA NYCT_6749_1,2018-04-10 16:32:23-04:00,3,1,16,6,2,0,True,4.51771653543
MTA NYCT_6749_1,2018-04-11 17:05:06-04:00,3,2,16,6,3,0,True,2.0553968254
MTA NYCT_6749_1,2018-04-12 16:47:53-04:00,3,1,16,6,4,0,True,2.19620833333
MTA NYCT_6749_1,2018-04-06 18:38:43-04:00,4,5,9,1,5,0,True,2.16122171946
MTA NYCT_6749_1,2018-04-07 17:51:06-04:00,4,3,9,1,6,1,False,2.07614173228
MTA NYCT_6749_1,2018-04-08 16:02:56-04:00,4,0,9,1,7,1,False,2.27004504505
MTA NYCT_6749_1,2018-04-09 16:48:03-04:00,4,1,9,1,1,0,True,2.01937254902
MTA NYCT_6749_1,2018-04-10 16:37:08-04:00,4,1,9,1,2,0,True,2.48027027027
