NewVehicleRef,Timestamp_x,segment_id,HalfHourly,intersections_y,busstops_y,DayOfWeek_y,Holiday_y,BusLane_y,AvgSpeed
MTA NYCT_6749_1,2018-04-11 17:07:44-04:00,4,2,9,1,3,0,True,1.82165605096
MTA NYCT_6749_1,2018-04-12 16:57:29-04:00,4,1,9,1,4,0,True,1.53279683377
MTA NYCT_6749_1,2018-04-06 18:42:56-04:00,5,5,8,3,5,0,True,2.28953125
MTA NYCT_6749_1,2018-04-07 17:56:56-04:00,5,3,8,3,6,1,False,2.69742138365
MTA NYCT_6749_1,2018-04-08 16:07:10-04:00,5,0,8,3,7,1,False,2.97038216561
MTA NYCT_6749_1,2018-04-09 16:52:50-04:00,5,1,8,3,1,0,True,1.424453125
MTA NYCT_6749_1,2018-04-10 16:41:22-04:00,5,1,8,3,2,0,True,1.86898601399
MTA NYCT_6749_1,2018-04-11 17:14:01-04:00,5,2,8,3,3,0,True,1.94520179372
MTA NYCT_6749_1,2018-04-12 17:04:51-04:00,5,2,8,3,4,0,True,1.87946188341
MTA NYCT_6749_1,2018-04-06 18:46:40-04:00,6,5,9,3,5,0,True,1.98377358491
MTA NYCT_6749_1,2018-04-07 18:00:06-04:00,6,4,9,3,6,1,False,1.8555511811
MTA NYCT_6749_1,2018-04-08 16:10:19-04:00,6,0,9,3,7,1,False,2.68063829787
MTA NYCT_6749_1,2018-04-09 16:59:47-04:00,6,1,9,3,1,0,True,0.922677824268
MTA NYCT_6749_1,2018-04-10 16:46:40-04:00,6,1,9,3,2,0,True,2.51567708333
MTA NYCT_6749_1,2018-04-11 17:18:16-04:00,6,2,9,3,3,0,True,2.74541666667
MTA NYCT_6749_1,2018-04-12 17:09:05-04:00,6,2,9,3,4,0,True,2.30523560209
MTA NYCT_6749_2,2018-04-08 19:09:51-04:00,1,6,11,4,7,1,False,3.89044585987
MTA NYCT_6749_2,2018-04-08 19:13:00-04:00,2,6,15,5,7,1,False,2.6584045584
MTA NYCT_6749_2,2018-04-08 19:19:55-04:00,3,6,16,6,7,1,False,3.89975609756
MTA NYCT_6749_2,2018-04-08 19:25:13-04:00,4,6,9,1,7,1,False,3.85647798742
MTA NYCT_6749_2,2018-04-08 19:28:55-04:00,5,6,8,3,7,1,False,3.724453125
MTA NYCT_6749_2,2018-04-08 19:31:34-04:00,6,7,9,3,7,1,False,1.73401234568
MTA NYCT_6750_1,2018-04-08 16:24:42-04:00,1,0,11,4,7,1,False,2.37892405063
MTA NYCT_6750_1,2018-04-09 16:39:59-04:00,1,1,11,4,1,0,True,2.23339622642
MTA NYCT_6750_1,2018-04-08 16:30:31-04:00,2,1,15,5,7,1,False,2.05088235294
MTA NYCT_6750_1,2018-04-09 16:45:48-04:00,2,1,15,5,1,0,True,1.81998158379
MTA NYCT_6750_1,2018-04-08 16:40:04-04:00,3,1,16,6,7,1,False,2.79228947368
MTA NYCT_6750_1,2018-04-09 16:55:22-04:00,3,1,16,6,1,0,True,1.97743445693
MTA NYCT_6750_1,2018-04-11 16:00:22-04:00,3,0,16,6,3,0,True,2.32902912621
MTA NYCT_6750_1,2018-04-08 16:46:56-04:00,4,1,9,1,7,1,False,2.49257918552
MTA NYCT_6750_1,2018-04-11 16:07:46-04:00,4,0,9,1,3,0,True,2.998125
MTA NYCT_6750_1,2018-04-08 16:51:41-04:00,5,1,8,3,7,1,False,2.98138297872
MTA NYCT_6750_1,2018-04-11 16:12:02-04:00,5,0,8,3,3,0,True,3.00708860759
MTA NYCT_6750_1,2018-04-08 16:53:47-04:00,6,1,9,3,7,1,False,3.45697841727
MTA NYCT_6750_1,2018-04-11 16:15:11-04:00,6,0,9,3,3,0,True,2.30105263158
MTA NYCT_6750_2,2018-04-11 19:07:23-04:00,1,6,11,4,3,0,False,3.45591194969
MTA NYCT_6750_2,2018-04-11 19:10:34-04:00,2,6,15,5,3,0,False,3.81307692308
MTA NYCT_6750_2,2018-04-11 19:15:52-04:00,3,6,16,6,3,0,False,2.6257591623
MTA NYCT_6750_2,2018-04-11 19:22:46-04:00,4,6,9,1,3,0,False,2.95984251969
MTA NYCT_6750_2,2018-04-11 19:25:56-04:00,5,6,8,3,3,0,False,3.9642519685
MTA NYCT_6750_2,2018-04-11 19:28:35-04:00,6,6,9,3,3,0,False,1.50063291139
MTA NYCT_6751_1,2018-04-10 18:36:50-04:00,1,5,11,4,2,0,True,3.35390625
MTA NYCT_6751_1,2018-04-12 16:47:26-04:00,1,1,11,4,4,0,True,2.57850694444
MTA NYCT_6751_1,2018-04-07 16:00:12-04:00,2,0,15,5,6,1,False,1.52949685535
MTA NYCT_6751_1,2018-04-10 18:39:31-04:00,2,5,15,5,2,0,True,2.5242776204
MTA NYCT_6751_1,2018-04-12 16:52:45-04:00,2,1,15,5,4,0,True,2.01475149105
MTA NYCT_6751_1,2018-04-07 16:08:41-04:00,3,0,16,6,6,1,False,2.36249438202
MTA NYCT_6751_1,2018-04-10 18:45:57-04:00,3,5,16,6,2,0,True,2.42817155756
MTA NYCT_6751_1,2018-04-12 17:01:39-04:00,3,2,16,6,4,0,True,1.61229641694
MTA NYCT_6751_1,2018-04-07 16:16:38-04:00,4,0,9,1,6,1,False,3.55492063492
MTA NYCT_6751_1,2018-04-10 18:53:52-04:00,4,5,9,1,2,0,True,1.92290625
MTA NYCT_6751_1,2018-04-12 17:13:31-04:00,4,2,9,1,4,0,True,2.00003952569
MTA NYCT_6751_1,2018-04-07 16:19:49-04:00,5,0,8,3,6,1,False,2.42792
MTA NYCT_6751_1,2018-04-10 19:00:17-04:00,5,6,8,3,2,0,False,1.66038910506
MTA NYCT_6751_1,2018-04-12 17:18:16-04:00,5,2,8,3,4,0,True,0.943606271777
MTA NYCT_6751_1,2018-04-07 16:23:30-04:00,6,0,9,3,6,1,False,1.72617801047
MTA NYCT_6751_1,2018-04-10 19:05:38-04:00,6,6,9,3,2,0,False,2.02722727273
MTA NYCT_6751_1,2018-04-12 17:28:22-04:00,6,2,9,3,4,0,True,1.344204947
MTA NYCT_6752_1,2018-04-10 16:11:32-04:00,1,0,11,4,2,0,True,3.16565022422
MTA NYCT_6752_1,2018-04-12 18:24:47-04:00,1,4,11,4,4,0,True,4.165234375
MTA NYCT_6752_1,2018-04-07 16:32:32-04:00,2,1,15,5,6,1,False,3.5394488189
MTA NYCT_6752_1,2018-04-10 16:15:46-04:00,2,0,15,5,2,0,True,2.33745810056
MTA NYCT_6752_1,2018-04-12 18:27:43-04:00,2,4,15,5,4,0,True,4.09035714286
MTA NYCT_6752_1,2018-04-07 16:35:11-04:00,3,1,16,6,6,1,False,2.75661417323
MTA NYCT_6752_1,2018-04-10 16:23:58-04:00,3,0,16,6,2,0,True,1.95189781022
MTA NYCT_6752_1,2018-04-12 18:32:44-04:00,3,5,16,6,4,0,True,2.24205357143
MTA NYCT_6752_1,2018-04-07 16:42:03-04:00,4,1,9,1,6,1,False,2.74614173228
MTA NYCT_6752_1,2018-04-10 16:31:21-04:00,4,1,9,1,2,0,True,2.37585585586
MTA NYCT_6752_1,2018-04-12 18:40:44-04:00,4,5,9,1,4,0,True,2.58412556054
MTA NYCT_6752_1,2018-04-07 16:45:45-04:00,5,1,8,3,6,1,False,1.89853107345
MTA NYCT_6752_1,2018-04-10 16:35:35-04:00,5,1,8,3,2,0,True,0.970210325048
MTA NYCT_6752_1,2018-04-12 18:45:31-04:00,5,5,8,3,4,0,True,2.07099236641
MTA NYCT_6752_1,2018-04-07 16:49:14-04:00,6,1,9,3,6,1,False,2.15804878049
MTA NYCT_6752_1,2018-04-10 16:44:49-04:00,6,1,9,3,2,0,True,1.47306620209
MTA NYCT_6752_1,2018-04-12 18:51:19-04:00,6,5,9,3,4,0,True,1.98831168831
MTA NYCT_6757_1,2018-04-09 16:51:34-04:00,2,1,15,5,1,0,True,2.55228915663
MTA NYCT_6757_1,2018-04-09 16:59:32-04:00,3,1,16,6,1,0,True,2.19850393701
MTA NYCT_6757_1,2018-04-09 17:08:32-04:00,4,2,9,1,1,0,True,2.12096899225
MTA NYCT_6757_1,2018-04-09 17:14:46-04:00,5,2,8,3,1,0,True,1.84169291339
MTA NYCT_6757_1,2018-04-09 17:20:03-04:00,6,2,9,3,1,0,True,2.74828220859
MTA NYCT_6758_1,2018-04-06 16:38:06-04:00,1,1,11,4,5,0,True,3.06288537549
MTA NYCT_6758_1,2018-04-11 16:33:49-04:00,1,1,11,4,3,0,True,0.551615452151
MTA NYCT_6758_1,2018-04-06 16:42:51-04:00,2,1,15,5,5,0,True,1.6712754159
MTA NYCT_6758_1,2018-04-11 16:53:20-04:00,2,1,15,5,3,0,True,2.38067226891
MTA NYCT_6758_1,2018-04-06 16:52:23-04:00,3,1,16,6,5,0,True,1.65621716287
MTA NYCT_6758_1,2018-04-10 16:00:08-04:00,3,0,16,6,2,0,True,1.45020512821
MTA NYCT_6758_1,2018-04-11 17:01:48-04:00,3,2,16,6,3,0,True,2.96283464567
MTA NYCT_6758_1,2018-04-06 17:02:58-04:00,4,2,9,1,5,0,True,2.44022522523
MTA NYCT_6758_1,2018-04-10 16:07:09-04:00,4,0,9,1,2,0,True,1.63616352201
MTA NYCT_6758_1,2018-04-11 17:08:40-04:00,4,2,9,1,3,0,True,2.40892682927
MTA NYCT_6758_1,2018-04-06 17:07:12-04:00,5,2,8,3,5,0,True,1.69185534591
MTA NYCT_6758_1,2018-04-10 16:12:58-04:00,5,0,8,3,2,0,True,2.65555555556
MTA NYCT_6758_1,2018-04-11 17:12:38-04:00,5,2,8,3,3,0,True,1.91979166667
MTA NYCT_6758_1,2018-04-06 17:13:02-04:00,6,2,9,3,5,0,True,1.90901041667
MTA NYCT_6758_1,2018-04-10 16:16:39-04:00,6,0,9,3,2,0,True,2.03062893082
MTA NYCT_6758_1,2018-04-11 17:16:21-04:00,6,2,9,3,3,0,True,1.56870175439
MTA NYCT_6758_2,2018-04-10 19:18:37-04:00,1,6,11,4,2,0,False,3.46356481481
MTA NYCT_6758_2,2018-04-10 19:22:46-04:00,2,6,15,5,2,0,False,3.85525114155
MTA NYCT_6758_2,2018-04-10 19:26:56-04:00,3,6,16,6,2,0,False,2.72426086957
MTA NYCT_6758_2,2018-04-10 19:33:14-04:00,4,7,9,1,2,0,False,2.85172774869
MTA NYCT_6758_2,2018-04-10 19:37:29-04:00,5,7,8,3,2,0,False,2.23752
MTA NYCT_6758_2,2018-04-10 19:40:06-04:00,6,7,9,3,2,0,False,1.95245059289
MTA NYCT_6759_1,2018-04-07 16:02:20-04:00,1,0,11,4,6,1,False,4.61320987654
MTA NYCT_6759_1,2018-04-10 16:05:03-04:00,1,0,11,4,2,0,True,1.89588082902
MTA NYCT_6759_1,2018-04-11 18:12:54-04:00,1,4,11,4,3,0,True,3.27522123894
MTA NYCT_6759_1,2018-04-06 16:00:29-04:00,2,0,15,5,5,0,True,2.21420634921
MTA NYCT_6759_1,2018-04-07 16:05:34-04:00,2,0,15,5,6,1,False,1.97838582677
MTA NYCT_6759_1,2018-04-10 16:12:01-04:00,2,0,15,5,2,0,True,1.93920415225
MTA NYCT_6759_1,2018-04-11 18:17:12-04:00,2,4,15,5,3,0,True,2.04836689038
MTA NYCT_6759_1,2018-04-06 16:03:07-04:00,3,0,16,6,5,0,True,2.32893970894
MTA NYCT_6759_1,2018-04-07 16:14:33-04:00,3,0,16,6,6,1,False,1.62214511041
MTA NYCT_6759_1,2018-04-10 16:22:11-04:00,3,0,16,6,2,0,True,2.21712643678
MTA NYCT_6759_1,2018-04-11 18:25:11-04:00,3,4,16,6,3,0,True,2.20199095023
MTA NYCT_6759_1,2018-04-06 16:11:40-04:00,4,0,9,1,5,0,True,2.69297777778
MTA NYCT_6759_1,2018-04-07 16:25:38-04:00,4,0,9,1,6,1,False,2.72183246073
MTA NYCT_6759_1,2018-04-10 16:29:58-04:00,4,0,9,1,2,0,True,2.48276264591
MTA NYCT_6759_1,2018-04-11 18:33:05-04:00,4,5,9,1,3,0,True,2.3969379845
MTA NYCT_6759_1,2018-04-12 16:00:28-04:00,4,0,9,1,4,0,True,1.60725806452
MTA NYCT_6759_1,2018-04-06 16:15:57-04:00,5,0,8,3,5,0,True,2.05780104712
MTA NYCT_6759_1,2018-04-07 16:29:21-04:00,5,0,8,3,6,1,False,1.53694915254
MTA NYCT_6759_1,2018-04-10 16:34:48-04:00,5,1,8,3,2,0,True,1.35548611111
MTA NYCT_6759_1,2018-04-11 18:37:56-04:00,5,5,8,3,3,0,True,3.80067669173
MTA NYCT_6759_1,2018-04-12 16:02:01-04:00,5,0,8,3,4,0,True,1.02701570681
MTA NYCT_6759_1,2018-04-06 16:19:40-04:00,6,0,9,3,5,0,True,1.93877729258
MTA NYCT_6759_1,2018-04-07 16:35:47-04:00,6,1,9,3,6,1,False,1.4574375
MTA NYCT_6759_1,2018-04-10 16:40:08-04:00,6,1,9,3,2,0,True,2.17113300493
MTA NYCT_6759_1,2018-04-11 18:40:41-04:00,6,5,9,3,3,0,True,1.99875
MTA NYCT_6759_1,2018-04-12 16:08:55-04:00,6,0,9,3,4,0,True,2.05861607143
MTA NYCT_6760_1,2018-04-12 16:00:07-04:00,3,0,16,6,4,0,True,1.33871670702
MTA NYCT_6760_1,2018-04-09 16:00:13-04:00,4,0,9,1,1,0,True,
MTA NYCT_6760_1,2018-04-12 16:07:31-04:00,4,0,9,1,4,0,True,2.19101167315
MTA NYCT_6760_1,2018-04-09 16:00:44-04:00,5,0,8,3,1,0,True,1.69855123675
MTA NYCT_6760_1,2018-04-12 16:12:20-04:00,5,0,8,3,4,0,True,1.56158415842
MTA NYCT_6760_1,2018-04-09 16:05:57-04:00,6,0,9,3,1,0,True,2.991375
MTA NYCT_6760_1,2018-04-11 16:00:08-04:00,6,0,9,3,3,0,True,
MTA NYCT_6760_1,2018-04-12 16:17:55-04:00,6,0,9,3,4,0,True,2.41876847291
MTA NYCT_6761_1,2018-04-06 16:25:05-04:00,1,0,11,4,5,0,True,4.35395833333
MTA NYCT_6761_1,2018-04-07 17:24:26-04:00,1,2,11,4,6,1,False,6.115078125
MTA NYCT_6761_1,2018-04-09 16:38:00-04:00,1,1,11,4,1,0,True,2.74644444444
MTA NYCT_6761_1,2018-04-12 16:18:33-04:00,1,0,11,4,4,0,True,4.58842767296
MTA NYCT_6761_1,2018-04-06 16:27:14-04:00,2,0,15,5,5,0,True,2.97917933131
MTA NYCT_6761_1,2018-04-07 17:27:06-04:00,2,2,15,5,6,1,False,2.45372197309
MTA NYCT_6761_1,2018-04-09 16:42:17-04:00,2,1,15,5,1,0,True,2.58915662651
MTA NYCT_6761_1,2018-04-12 16:21:44-04:00,2,0,15,5,4,0,True,2.16
MTA NYCT_6761_1,2018-04-06 16:33:14-04:00,3,1,16,6,5,0,True,2.76715662651
MTA NYCT_6761_1,2018-04-07 17:35:36-04:00,3,3,16,6,6,1,False,2.165
MTA NYCT_6761_1,2018-04-09 16:50:17-04:00,3,1,16,6,1,0,True,2.16402957486
MTA NYCT_6761_1,2018-04-12 16:30:45-04:00,3,1,16,6,4,0,True,1.62507503411
MTA NYCT_6761_1,2018-04-06 16:40:40-04:00,4,1,9,1,5,0,True,2.67265625
MTA NYCT_6761_1,2018-04-07 17:43:35-04:00,4,3,9,1,6,1,False,2.0453633218
MTA NYCT_6761_1,2018-04-09 16:59:50-04:00,4,1,9,1,1,0,True,2.432
MTA NYCT_6761_1,2018-04-12 16:43:30-04:00,4,1,9,1,4,0,True,1.98608695652
MTA NYCT_6761_1,2018-04-06 16:44:24-04:00,5,1,8,3,5,0,True,3.105234375
MTA NYCT_6761_1,2018-04-07 17:48:55-04:00,5,3,8,3,6,1,False,1.69144404332
MTA NYCT_6761_1,2018-04-09 17:03:42-04:00,5,2,8,3,1,0,True,1.43363636364
MTA NYCT_6761_1,2018-04-12 16:48:15-04:00,5,1,8,3,4,0,True,1.99174107143
MTA NYCT_6761_1,2018-04-06 16:47:36-04:00,6,1,9,3,5,0,True,3.42372093023
MTA NYCT_6761_1,2018-04-07 17:54:05-04:00,6,3,9,3,6,1,False,1.58893700787
MTA NYCT_6761_1,2018-04-09 17:10:05-04:00,6,2,9,3,1,0,True,0.866571428571
MTA NYCT_6761_1,2018-04-12 16:52:31-04:00,6,1,9,3,4,0,True,3.62073684211
MTA NYCT_6761_2,2018-04-06 19:18:28-04:00,1,6,11,4,5,0,False,4.24090909091
MTA NYCT_6761_2,2018-04-06 19:22:07-04:00,2,6,15,5,5,0,False,2.58317829457
MTA NYCT_6761_2,2018-04-06 19:29:38-04:00,3,6,16,6,5,0,False,2.9516056338
MTA NYCT_6761_2,2018-04-06 19:36:05-04:00,4,7,9,1,5,0,False,1.55444444444
MTA NYCT_6761_2,2018-04-06 19:39:45-04:00,5,7,8,3,5,0,False,3.59504
MTA NYCT_6761_2,2018-04-06 19:42:21-04:00,6,7,9,3,5,0,False,1.81152866242
MTA NYCT_6762_1,2018-04-06 17:42:36-04:00,1,3,11,4,5,0,True,2.96984251969
MTA NYCT_6762_1,2018-04-10 16:42:30-04:00,1,1,11,4,2,0,True,4.0896875
MTA NYCT_6762_1,2018-04-12 18:11:16-04:00,1,4,11,4,4,0,True,2.34198113208
MTA NYCT_6762_1,2018-04-06 17:47:21-04:00,2,3,15,5,5,0,True,1.56443573668
MTA NYCT_6762_1,2018-04-10 16:45:41-04:00,2,1,15,5,2,0,True,3.08358490566
MTA NYCT_6762_1,2018-04-12 18:17:06-04:00,2,4,15,5,4,0,True,3.27191919192
MTA NYCT_6762_1,2018-04-06 17:59:14-04:00,3,3,16,6,5,0,True,2.61721804511
MTA NYCT_6762_1,2018-04-10 16:52:04-04:00,3,1,16,6,2,0,True,2.28073752711
MTA NYCT_6762_1,2018-04-12 18:22:35-04:00,3,4,16,6,4,0,True,2.9666572238
MTA NYCT_6762_1,2018-04-06 18:06:24-04:00,4,4,9,1,5,0,True,1.74595611285
MTA NYCT_6762_1,2018-04-10 17:00:19-04:00,4,2,9,1,2,0,True,2.67317708333
MTA NYCT_6762_1,2018-04-12 18:28:59-04:00,4,4,9,1,4,0,True,1.93055555556
MTA NYCT_6762_1,2018-04-06 18:12:46-04:00,5,4,8,3,5,0,True,1.38678321678
MTA NYCT_6762_1,2018-04-10 17:04:02-04:00,5,2,8,3,2,0,True,2.6253125
MTA NYCT_6762_1,2018-04-12 18:34:52-04:00,5,5,8,3,4,0,True,
MTA NYCT_6762_1,2018-04-06 18:18:38-04:00,6,4,9,3,5,0,True,2.24442748092
MTA NYCT_6762_1,2018-04-10 17:07:45-04:00,6,2,9,3,2,0,True,3.140546875
MTA NYCT_6763_1,2018-04-09 16:00:32-04:00,1,0,11,4,1,0,True,0.716602564103
MTA NYCT_6763_1,2018-04-09 16:03:41-04:00,2,0,15,5,1,0,True,2.58763020833
MTA NYCT_6763_1,2018-04-09 16:10:37-04:00,3,0,16,6,1,0,True,2.37552884615
MTA NYCT_6763_1,2018-04-09 16:18:06-04:00,4,0,9,1,1,0,True,2.00711462451
MTA NYCT_6763_1,2018-04-09 16:22:54-04:00,5,0,8,3,1,0,True,1.48125
MTA NYCT_6763_1,2018-04-09 16:26:39-04:00,6,0,9,3,1,0,True,2.18631578947
MTA NYCT_6764_1,2018-04-11 18:29:15-04:00,1,4,11,4,3,0,True,4.714
MTA NYCT_6764_1,2018-04-12 17:32:18-04:00,1,3,11,4,4,0,True,3.18406926407
MTA NYCT_6764_1,2018-04-11 18:32:02-04:00,2,5,15,5,3,0,True,2.55160427807
MTA NYCT_6764_1,2018-04-12 17:36:40-04:00,2,3,15,5,4,0,True,1.96888157895
MTA NYCT_6764_1,2018-04-11 18:38:48-04:00,3,5,16,6,3,0,True,2.21870967742
MTA NYCT_6764_1,2018-04-12 17:44:48-04:00,3,3,16,6,4,0,True,1.97351785714
MTA NYCT_6764_1,2018-04-11 18:46:34-04:00,4,5,9,1,3,0,True,2.64595454545
MTA NYCT_6764_1,2018-04-12 17:54:40-04:00,4,3,9,1,4,0,True,1.33997635934
MTA NYCT_6764_1,2018-04-07 16:00:16-04:00,5,0,8,3,6,1,False,3.8459375
MTA NYCT_6764_1,2018-04-11 18:51:19-04:00,5,5,8,3,3,0,True,1.88234375
MTA NYCT_6764_1,2018-04-12 18:02:15-04:00,5,4,8,3,4,0,True,1.56843260188
MTA NYCT_6764_1,2018-04-07 16:02:56-04:00,6,0,9,3,6,1,False,1.57634615385
MTA NYCT_6764_1,2018-04-11 18:56:40-04:00,6,5,9,3,3,0,False,1.95401826484
MTA NYCT_6764_1,2018-04-12 18:08:38-04:00,6,4,9,3,4,0,True,1.14286746988
MTA NYCT_6765_1,2018-04-08 16:18:51-04:00,1,0,11,4,7,1,False,4.7279245283
MTA NYCT_6765_1,2018-04-10 19:59:02-04:00,1,7,11,4,2,0,False,1.730625
MTA NYCT_6765_1,2018-04-11 16:26:39-04:00,1,0,11,4,3,0,True,0.580582847627
MTA NYCT_6765_1,2018-04-12 17:05:29-04:00,1,2,11,4,4,0,True,2.29984423676
MTA NYCT_6765_1,2018-04-08 16:22:02-04:00,2,0,15,5,7,1,False,2.48800569801
MTA NYCT_6765_1,2018-04-11 16:47:12-04:00,2,1,15,5,3,0,True,1.49182677165
MTA NYCT_6765_1,2018-04-12 17:11:21-04:00,2,2,15,5,4,0,True,1.72962616822
MTA NYCT_6765_1,2018-04-08 16:28:26-04:00,3,0,16,6,7,1,False,3.09664739884
MTA NYCT_6765_1,2018-04-11 16:58:19-04:00,3,1,16,6,3,0,True,2.34196428571
MTA NYCT_6765_1,2018-04-12 17:20:47-04:00,3,2,16,6,4,0,True,1.6144911147
MTA NYCT_6765_1,2018-04-08 16:34:44-04:00,4,1,9,1,7,1,False,3.77577319588
MTA NYCT_6765_1,2018-04-11 17:06:20-04:00,4,2,9,1,3,0,True,1.64110817942
MTA NYCT_6765_1,2018-04-12 17:31:38-04:00,4,3,9,1,4,0,True,1.62989528796
MTA NYCT_6765_1,2018-04-08 16:36:53-04:00,5,1,8,3,7,1,False,2.41526315789
MTA NYCT_6765_1,2018-04-11 17:14:14-04:00,5,2,8,3,3,0,True,1.21442666667
MTA NYCT_6765_1,2018-04-12 17:38:32-04:00,5,3,8,3,4,0,True,1.07812865497
MTA NYCT_6765_1,2018-04-08 16:39:00-04:00,6,1,9,3,7,1,False,1.94714285714
MTA NYCT_6765_1,2018-04-11 17:21:02-04:00,6,2,9,3,3,0,True,2.28176100629
MTA NYCT_6765_1,2018-04-12 17:47:36-04:00,6,3,9,3,4,0,True,1.71706185567
MTA NYCT_6766_1,2018-04-10 17:35:37-04:00,1,3,11,4,2,0,True,1.8728125
MTA NYCT_6766_1,2018-04-11 19:05:06-04:00,1,6,11,4,3,0,False,2.13816199377
MTA NYCT_6766_1,2018-04-10 17:43:04-04:00,2,3,15,5,2,0,True,1.4467862969
MTA NYCT_6766_1,2018-04-11 19:11:00-04:00,2,6,15,5,3,0,False,2.52691919192
MTA NYCT_6766_1,2018-04-10 17:53:49-04:00,3,3,16,6,2,0,True,1.26165829146
MTA NYCT_6766_1,2018-04-11 19:18:08-04:00,3,6,16,6,3,0,False,2.28404761905
MTA NYCT_6766_1,2018-04-10 18:08:09-04:00,4,4,9,1,2,0,True,1.76831111111
MTA NYCT_6766_1,2018-04-11 19:25:40-04:00,4,6,9,1,3,0,False,2.43929411765
MTA NYCT_6766_1,2018-04-10 18:12:26-04:00,5,4,8,3,2,0,True,1.54899305556
MTA NYCT_6766_1,2018-04-11 19:30:27-04:00,5,7,8,3,3,0,False,2.63916230366
MTA NYCT_6766_1,2018-04-10 18:17:46-04:00,6,4,9,3,2,0,True,2.02097777778
MTA NYCT_6766_1,2018-04-11 19:34:11-04:00,6,7,9,3,3,0,False,2.5205
MTA NYCT_6767_1,2018-04-08 17:36:54-04:00,1,3,11,4,7,1,False,3.82664921466
MTA NYCT_6767_1,2018-04-10 17:39:42-04:00,1,3,11,4,2,0,True,4.55888198758
MTA NYCT_6767_1,2018-04-11 16:56:07-04:00,1,1,11,4,3,0,True,0.638318965517
MTA NYCT_6767_1,2018-04-12 16:53:36-04:00,1,1,11,4,4,0,True,2.54453608247
MTA NYCT_6767_1,2018-04-08 17:40:37-04:00,2,3,15,5,7,1,False,3.18602076125
MTA NYCT_6767_1,2018-04-10 17:42:54-04:00,2,3,15,5,2,0,True,1.82603351955
MTA NYCT_6767_1,2018-04-11 17:15:59-04:00,2,2,15,5,3,0,True,1.88391986063
MTA NYCT_6767_1,2018-04-12 16:59:00-04:00,2,1,15,5,4,0,True,1.63885950413
MTA NYCT_6767_1,2018-04-08 17:46:31-04:00,3,3,16,6,7,1,False,3.05236467236
MTA NYCT_6767_1,2018-04-10 17:52:23-04:00,3,3,16,6,2,0,True,1.72210691824
MTA NYCT_6767_1,2018-04-11 17:26:37-04:00,3,2,16,6,3,0,True,2.10064449064
MTA NYCT_6767_1,2018-04-12 17:10:20-04:00,3,2,16,6,4,0,True,1.85560885609
MTA NYCT_6767_1,2018-04-08 17:52:55-04:00,4,3,9,1,7,1,False,3.52125
MTA NYCT_6767_1,2018-04-10 18:03:31-04:00,4,4,9,1,2,0,True,2.56233944954
MTA NYCT_6767_1,2018-04-11 17:35:28-04:00,4,3,9,1,3,0,True,2.22872093023
MTA NYCT_6767_1,2018-04-12 17:19:53-04:00,4,2,9,1,4,0,True,1.30911963883
MTA NYCT_6767_1,2018-04-08 17:55:02-04:00,5,3,8,3,7,1,False,5.12892473118
MTA NYCT_6767_1,2018-04-10 18:07:41-04:00,5,4,8,3,2,0,True,1.72381165919
MTA NYCT_6767_1,2018-04-11 17:40:50-04:00,5,3,8,3,3,0,True,1.31301994302
MTA NYCT_6767_1,2018-04-12 17:27:48-04:00,5,2,8,3,4,0,True,1.57450777202
MTA NYCT_6767_1,2018-04-08 17:57:06-04:00,6,3,9,3,7,1,False,1.90359375
MTA NYCT_6767_1,2018-04-11 17:48:14-04:00,6,3,9,3,3,0,True,2.46666666667
MTA NYCT_6767_1,2018-04-12 17:32:36-04:00,6,3,9,3,4,0,True,1.9378125
MTA NYCT_6768_1,2018-04-06 16:48:37-04:00,1,1,11,4,5,0,True,2.49470404984
MTA NYCT_6768_1,2018-04-07 17:52:54-04:00,1,3,11,4,6,1,False,2.92299212598
MTA NYCT_6768_1,2018-04-11 16:44:22-04:00,1,1,11,4,3,0,True,0.668310463122
MTA NYCT_6768_1,2018-04-06 16:54:29-04:00,2,1,15,5,5,0,True,2.00107438017
MTA NYCT_6768_1,2018-04-07 17:57:40-04:00,2,3,15,5,6,1,False,2.51729658793
MTA NYCT_6768_1,2018-04-11 17:04:21-04:00,2,2,15,5,3,0,True,2.28645631068
MTA NYCT_6768_1,2018-04-06 17:03:06-04:00,3,2,16,6,5,0,True,1.9279202773
MTA NYCT_6768_1,2018-04-07 18:04:32-04:00,3,4,16,6,6,1,False,1.12581066376
MTA NYCT_6768_1,2018-04-11 17:12:18-04:00,3,2,16,6,3,0,True,2.28920408163
MTA NYCT_6768_1,2018-04-06 17:13:14-04:00,4,2,9,1,5,0,True,1.52248691099
MTA NYCT_6768_1,2018-04-07 18:18:47-04:00,4,4,9,1,6,1,False,1.82275590551
MTA NYCT_6768_1,2018-04-11 17:21:00-04:00,4,2,9,1,3,0,True,1.88932075472
MTA NYCT_6768_1,2018-04-06 17:20:39-04:00,5,2,8,3,5,0,True,0.8028125
MTA NYCT_6768_1,2018-04-07 18:23:34-04:00,5,4,8,3,6,1,False,1.17338624339
MTA NYCT_6768_1,2018-04-11 17:25:56-04:00,5,2,8,3,3,0,True,1.32951388889
MTA NYCT_6768_1,2018-04-06 17:25:27-04:00,6,2,9,3,5,0,True,1.12771428571
MTA NYCT_6768_1,2018-04-07 18:30:54-04:00,6,5,9,3,6,1,False,2.0907
