,Bearing,BlockRef,CallDistanceAlongRoute,DataFrameRef,DatedVehicleJourneyRef,DestinationName,DestinationRef,DirectionRef,DistanceFromCall,ExpectedArrivalTime,ExpectedDepartureTime,JourneyPatternRef,Latitude,LineRef,Longitude,Monitored,OperatorRef,OriginAimedDepartureTime,OriginRef,PresentableDistance,ProgressRate,ProgressStatus,PublishedLineName,RecordedAtTime,StopPointName,StopPointRef,StopsFromCall,VehicleRef,VisitNumber
13,53.75013,MTA NYCT_OF_B8-Saturday_A_OF_51060_M1-115,8471.12,2018-04-07,MTA NYCT_OF_B8-Saturday-094900_M1_115,HARLEM 147 ST via MADISON,MTA_803003,0,149.07,2018-04-07T16:38:30.813-04:00,2018-04-07T16:38:30.813-04:00,MTA_M010182,40.786037,MTA NYCT_M1,-73.955031,True,MTA NYCT,,MTA_903130,approaching,normalProgress,,M1,2018-04-07T16:37:49.000-04:00,MADISON AV/E 95 ST,MTA_404191,0,MTA NYCT_3889,1
14,233.93152,MTA NYCT_OF_B8-Saturday_A_OF_38040_M1-119,1089.01,2018-04-07,MTA NYCT_OF_B8-Saturday-099000_M1_136,GRAND STREET via 5 AV/BROADWAY,MTA_803192,1,162.35,2018-04-07T16:38:59.464-04:00,2018-04-07T16:38:59.464-04:00,MTA_M010187,40.815027,MTA NYCT_M1,-73.935972,True,MTA NYCT,,MTA_405284,< 1 stop away,normalProgress,,M1,2018-04-07T16:37:49.000-04:00,5 AV/W 137 ST,MTA_400093,0,MTA NYCT_3834,1
15,232.96175,MTA NYCT_OF_B8-Saturday_A_OF_19620_M1-108,7172.01,2018-04-07,MTA NYCT_OF_B8-Saturday-095300_M1_127,GRAND STREET via 5 AV/BROADWAY,MTA_803192,1,219.18,2018-04-07T16:39:03.338-04:00,2018-04-07T16:39:03.338-04:00,MTA_M010187,40.769922,MTA NYCT_M1,-73.968889,True,MTA NYCT,,MTA_405284,< 1 stop away,normalProgress,,M1,2018-04-07T16:37:50.000-04:00,5 AV/E 65 ST,MTA_400126,0,MTA NYCT_6752,1
16,53.983444,MTA NYCT_OF_B8-Saturday_A_OF_31740_M1-106,3535.71,2018-04-07,MTA NYCT_OF_B8-Saturday-097700_M1_134,HARLEM 147 ST via MADISON,MTA_803003,0,345.89,2018-04-07T16:39:52.080-04:00,2018-04-07T16:39:52.080-04:00,MTA_M010182,40.745639,MTA NYCT_M1,-73.984504,True,MTA NYCT,,MTA_903130,< 1 stop away,normalProgress,,M1,2018-04-07T16:38:00.000-04:00,MADISON AV/E 34 ST,MTA_400354,0,MTA NYCT_3881,1
0,233.87389,MTA NYCT_OF_B8-Saturday_A_OF_57420_M1-128,7172.01,2018-04-07,MTA NYCT_OF_B8-Saturday-096000_M1_128,GRAND STREET via 5 AV/BROADWAY,MTA_803192,1,2.28,2018-04-07T16:38:38.359-04:00,2018-04-07T16:38:38.359-04:00,MTA_M010187,40.768216,MTA NYCT_M1,-73.97014,True,MTA NYCT,,MTA_405284,at stop,normalProgress,,M1,2018-04-07T16:38:23.000-04:00,5 AV/E 65 ST,MTA_400126,0,MTA NYCT_3894,1
1,49.23225,MTA NYCT_OF_B8-Saturday_A_OF_24600_M1-111,13730.36,2018-04-07,MTA NYCT_OF_B8-Saturday-090300_M1_119,GRAND STREET via 5 AV/BROADWAY,MTA_803192,1,7.89,2018-04-07T16:38:38.359-04:00,2018-04-07T16:38:38.359-04:00,MTA_M010187,40.720545,MTA NYCT_M1,-73.99787,True,MTA NYCT,2018-04-07T16:40:00.000-04:00,MTA_405284,at stop,noProgress,layover,M1,2018-04-07T16:38:31.000-04:00,CENTRE ST/BROOME ST,MTA_803192,0,MTA NYCT_6778,1
2,54.106453,MTA NYCT_OF_B8-Saturday_A_OF_52260_M1-114,4972.64,2018-04-07,MTA NYCT_OF_B8-Saturday-096700_M1_114,HARLEM 147 ST via MADISON,MTA_803003,0,12.26,2018-04-07T16:38:38.359-04:00,2018-04-07T16:38:38.359-04:00,MTA_M010182,40.759577,MTA NYCT_M1,-73.974341,True,MTA NYCT,,MTA_903130,at stop,normalProgress,,M1,2018-04-07T16:38:19.000-04:00,MADISON AV/E 52 ST,MTA_400361,0,MTA NYCT_3888,1
3,49.23225,MTA NYCT_OF_B8-Saturday_A_OF_17820_M1-106,13730.36,2018-04-07,MTA NYCT_OF_B8-Saturday-091300_M1_126,GRAND STREET via 5 AV/BROADWAY,MTA_803192,1,26.3,2018-04-07T16:38:38.359-04:00,2018-04-07T16:38:38.359-04:00,MTA_M010187,40.720407,MTA NYCT_M1,-73.997989,True,MTA NYCT,2018-04-07T16:49:00.000-04:00,MTA_405284,at stop,noProgress,layover,M1,2018-04-07T16:38:30.000-04:00,CENTRE ST/BROOME ST,MTA_803192,0,MTA NYCT_3900,1
4,53.75013,MTA NYCT_OF_B8-Saturday_A_OF_51060_M1-115,8471.12,2018-04-07,MTA NYCT_OF_B8-Saturday-094900_M1_115,HARLEM 147 ST via MADISON,MTA_803003,0,92.28,2018-04-07T16:38:46.884-04:00,2018-04-07T16:38:46.884-04:00,MTA_M010182,40.786484,MTA NYCT_M1,-73.954704,True,MTA NYCT,,MTA_903130,approaching,normalProgress,,M1,2018-04-07T16:38:21.000-04:00,MADISON AV/E 95 ST,MTA_404191,0,MTA NYCT_3889,1
5,233.51276,MTA NYCT_OF_B8-Saturday_A_OF_38040_M1-119,1089.01,2018-04-07,MTA NYCT_OF_B8-Saturday-099000_M1_136,GRAND STREET via 5 AV/BROADWAY,MTA_803192,1,99.91,2018-04-07T16:39:04.362-04:00,2018-04-07T16:39:04.362-04:00,MTA_M010187,40.814534,MTA NYCT_M1,-73.936325,True,MTA NYCT,,MTA_405284,approaching,normalProgress,,M1,2018-04-07T16:38:21.000-04:00,5 AV/W 137 ST,MTA_400093,0,MTA NYCT_3834,1
6,53.512756,MTA NYCT_OF_B8-Saturday_A_OF_16020_M1-104,4733.54,2018-04-07,MTA NYCT_OF_B8-Saturday-096000_M1_117,HARLEM 147 ST via MADISON,MTA_803003,0,100.37,2018-04-07T16:38:48.186-04:00,2018-04-07T16:38:48.186-04:00,MTA_M010182,40.756999,MTA NYCT_M1,-73.976215,True,MTA NYCT,,MTA_903130,approaching,normalProgress,,M1,2018-04-07T16:38:24.000-04:00,MADISON AV/E 49 ST,MTA_400360,0,MTA NYCT_6783,1
7,234.05466,MTA NYCT_OF_B8-Saturday_A_OF_26520_M1-104,11055.02,2018-04-07,MTA NYCT_OF_B8-Saturday-092300_M1_138,GRAND STREET via 5 AV/BROADWAY,MTA_803192,1,117.14,2018-04-07T16:38:51.904-04:00,2018-04-07T16:38:51.904-04:00,MTA_M010187,40.738555,MTA NYCT_M1,-73.991761,True,MTA NYCT,,MTA_405284,approaching,normalProgress,,M1,2018-04-07T16:38:23.000-04:00,5 AV/W 17 ST,MTA_400331,0,MTA NYCT_6751,1
