uid,Date,time,travelTime
1353843636,04-07-18,16:00:05,214
1353844622,04-07-18,16:01:07,179
1353844734,04-07-18,16:01:14,133
1353844733,04-07-18,16:01:14,278
1353844811,04-07-18,16:01:20,194
1353846247,04-07-18,16:02:47,556
1353846488,04-07-18,16:03:03,211
1353846609,04-07-18,16:03:12,147
1353846775,04-07-18,16:03:23,151
1353847572,04-07-18,16:04:16,219
1353847736,04-07-18,16:04:26,205
1353847721,04-07-18,16:04:26,126
1353847720,04-07-18,16:04:26,200
1353847969,04-07-18,16:04:40,143
1353848023,04-07-18,16:04:43,218
1353848741,04-07-18,16:05:34,120
1353848832,04-07-18,16:05:40,128
1353848894,04-07-18,16:05:45,295
1353849009,04-07-18,16:05:51,196
1353849213,04-07-18,16:06:04,156
1353849241,04-07-18,16:06:05,160
1353849264,04-07-18,16:06:06,134
1353849385,04-07-18,16:06:13,144
1353850235,04-07-18,16:07:08,184
1353850275,04-07-18,16:07:10,180
1353850483,04-07-18,16:07:22,128
1353850482,04-07-18,16:07:22,209
1353850509,04-07-18,16:07:24,202
1353850623,04-07-18,16:07:31,133
1353850640,04-07-18,16:07:32,207
1353850695,04-07-18,16:07:36,134
1353850781,04-07-18,16:07:41,129
1353851934,04-07-18,16:08:51,123
1353851974,04-07-18,16:08:53,134
1353852103,04-07-18,16:09:01,217
1353853177,04-07-18,16:10:12,176
1353854536,04-07-18,16:11:41,203
1353854691,04-07-18,16:11:51,295
1353854823,04-07-18,16:11:59,141
1353854822,04-07-18,16:11:59,131
1353854941,04-07-18,16:12:04,123
1353854958,04-07-18,16:12:05,126
1353855877,04-07-18,16:13:04,298
1353855891,04-07-18,16:13:05,121
1353856100,04-07-18,16:13:20,187
1353856198,04-07-18,16:13:26,141
1353857346,04-07-18,16:14:36,127
1353857399,04-07-18,16:14:39,114
1353857683,04-07-18,16:14:58,201
1353857780,04-07-18,16:15:05,142
1353858947,04-07-18,16:16:19,138
1353859196,04-07-18,16:16:34,143
1353859197,04-07-18,16:16:34,131
1353859225,04-07-18,16:16:36,122
1353859325,04-07-18,16:16:42,134
1353859383,04-07-18,16:16:45,72
1353859370,04-07-18,16:16:45,70
1353860098,04-07-18,16:17:36,112
1353860112,04-07-18,16:17:37,126
1353860317,04-07-18,16:17:48,118
1353860682,04-07-18,16:18:08,121
1353860748,04-07-18,16:18:12,133
1353860831,04-07-18,16:18:17,55
1353861727,04-07-18,16:19:15,127
1353861933,04-07-18,16:19:28,123
1353861975,04-07-18,16:19:30,120
1353861998,04-07-18,16:19:32,81
1353862126,04-07-18,16:19:40,64
1353862341,04-07-18,16:19:54,71
1353863072,04-07-18,16:20:39,231
1353863486,04-07-18,16:21:05,114
1353863538,04-07-18,16:21:08,137
1353864455,04-07-18,16:22:04,125
1353864528,04-07-18,16:22:09,124
1353864817,04-07-18,16:22:26,108
1353864990,04-07-18,16:22:35,126
1353865018,04-07-18,16:22:37,121
1353865846,04-07-18,16:23:36,200
1353865973,04-07-18,16:23:43,130
1353866182,04-07-18,16:23:54,121
1353866269,04-07-18,16:23:59,128
1353866481,04-07-18,16:24:11,124
1353866492,04-07-18,16:24:12,134
1353867876,04-07-18,16:25:42,134
1353867992,04-07-18,16:25:48,292
1353868788,04-07-18,16:26:39,186
1353869108,04-07-18,16:26:57,132
1353869273,04-07-18,16:27:06,152
1353870169,04-07-18,16:28:08,194
1353870235,04-07-18,16:28:11,189
1353870272,04-07-18,16:28:14,183
1353870270,04-07-18,16:28:14,189
1353870347,04-07-18,16:28:18,188
1353870384,04-07-18,16:28:19,191
1353870428,04-07-18,16:28:22,142
1353870716,04-07-18,16:28:38,129
1353871617,04-07-18,16:29:36,182
1353871643,04-07-18,16:29:37,127
1353871892,04-07-18,16:29:51,292
1353871906,04-07-18,16:29:52,189
1353871988,04-07-18,16:29:57,144
1353872048,04-07-18,16:30:00,141
