uid,Date,time,travelTime
1358481125,04-12-18,16:00:18,139
1358482298,04-12-18,16:01:34,139
1358482733,04-12-18,16:02:01,142
1358484546,04-12-18,16:04:12,371
1358486282,04-12-18,16:06:09,134
1358486411,04-12-18,16:06:17,68
1358487236,04-12-18,16:07:12,139
1358487368,04-12-18,16:07:20,122
1358487555,04-12-18,16:07:33,116
1358487605,04-12-18,16:07:36,120
1358487643,04-12-18,16:07:39,67
1358487672,04-12-18,16:07:41,67
1358488644,04-12-18,16:08:49,208
1358491870,04-12-18,16:12:38,233
1358492599,04-12-18,16:13:31,164
1358495378,04-12-18,16:16:45,221
1358495373,04-12-18,16:16:45,207
1358496520,04-12-18,16:18:06,105
1358497647,04-12-18,16:19:23,275
1358497756,04-12-18,16:19:30,135
1358498105,04-12-18,16:19:53,60
1358500272,04-12-18,16:22:19,112
1358500736,04-12-18,16:22:46,229
1358501903,04-12-18,16:24:06,125
1358502146,04-12-18,16:24:20,324
1358503066,04-12-18,16:25:23,126
1358503428,04-12-18,16:25:47,124
1358504505,04-12-18,16:27:03,134
1358504683,04-12-18,16:27:15,128
1358505459,04-12-18,16:28:09,272
1358505488,04-12-18,16:28:11,197
1358505884,04-12-18,16:28:36,232
1358508129,04-12-18,16:31:02,559
1358508403,04-12-18,16:31:20,137
1358508772,04-12-18,16:31:45,208
1358509859,04-12-18,16:32:53,308
1358511210,04-12-18,16:34:25,314
1358511587,04-12-18,16:34:48,212
1358512490,04-12-18,16:35:48,316
1358512542,04-12-18,16:35:52,711
1358512877,04-12-18,16:36:10,227
1358514293,04-12-18,16:37:45,1319
1358515286,04-12-18,16:38:48,302
1358515342,04-12-18,16:38:51,290
1358515731,04-12-18,16:39:16,252
1358516554,04-12-18,16:40:13,289
1358516761,04-12-18,16:40:23,203
1358517059,04-12-18,16:40:40,142
1358517149,04-12-18,16:40:45,124
1358517212,04-12-18,16:40:49,154
1358517943,04-12-18,16:41:42,278
1358518126,04-12-18,16:41:52,199
1358518310,04-12-18,16:42:02,133
1358519577,04-12-18,16:43:26,188
1358519881,04-12-18,16:43:45,119
1358520855,04-12-18,16:44:47,114
1358521323,04-12-18,16:45:19,131
1358522107,04-12-18,16:46:13,114
1358522373,04-12-18,16:46:29,123
1358523407,04-12-18,16:47:38,132
1358523845,04-12-18,16:48:06,305
1358524846,04-12-18,16:49:14,124
1358525411,04-12-18,16:49:50,162
1358527938,04-12-18,16:52:29,211
1358528309,04-12-18,16:52:51,154
1358529094,04-12-18,16:53:43,454
1358529189,04-12-18,16:53:49,208
1358529309,04-12-18,16:53:57,218
1358529816,04-12-18,16:54:26,239
1358530537,04-12-18,16:55:15,281
1358530710,04-12-18,16:55:26,218
1358532213,04-12-18,16:57:07,137
1358532348,04-12-18,16:57:17,425
1358533418,04-12-18,16:58:32,298
1358533571,04-12-18,16:58:42,222
1358534537,04-12-18,16:59:51,223
1358536066,04-12-18,17:01:30,214
1358536229,04-12-18,17:01:40,162
1358537161,04-12-18,17:02:41,267
1358538873,04-12-18,17:04:35,209
1358539931,04-12-18,17:05:51,187
1358540323,04-12-18,17:06:13,139
1358541219,04-12-18,17:07:14,188
1358542890,04-12-18,17:09:00,485
1358543345,04-12-18,17:09:29,137
1358543932,04-12-18,17:10:10,117
1358544537,04-12-18,17:10:49,124
1358545868,04-12-18,17:12:18,142
1358548371,04-12-18,17:15:06,139
1358548504,04-12-18,17:15:16,139
1358549431,04-12-18,17:16:22,210
1358549461,04-12-18,17:16:24,189
1358551858,04-12-18,17:19:12,182
1358553301,04-12-18,17:20:48,196
1358553490,04-12-18,17:21:01,314
1358553552,04-12-18,17:21:07,214
1358553683,04-12-18,17:21:16,137
1358555025,04-12-18,17:22:42,125
1358555165,04-12-18,17:22:51,51
1358555907,04-12-18,17:23:45,131
1358557498,04-12-18,17:25:24,198
1358559127,04-12-18,17:27:09,202
1358560169,04-12-18,17:28:20,120
1358560194,04-12-18,17:28:21,218
1358560236,04-12-18,17:28:23,117
1358560629,04-12-18,17:28:47,130
1358560674,04-12-18,17:28:49,125
1358561459,04-12-18,17:29:45,131
1358561731,04-12-18,17:30:02,209
1358561885,04-12-18,17:30:12,119
1358564404,04-12-18,17:32:55,189
1358564430,04-12-18,17:32:56,193
1358564748,04-12-18,17:33:19,146
1358565971,04-12-18,17:34:43,218
1358565964,04-12-18,17:34:43,141
1358566747,04-12-18,17:35:40,172
1358567293,04-12-18,17:36:16,161
1358569524,04-12-18,17:38:45,202
1358569687,04-12-18,17:38:53,297
1358569759,04-12-18,17:38:59,204
1358569783,04-12-18,17:39:00,193
1358569927,04-12-18,17:39:10,212
1358571001,04-12-18,17:40:23,310
1358571038,04-12-18,17:40:26,143
1358571303,04-12-18,17:40:42,871
1358571341,04-12-18,17:40:44,208
1358571546,04-12-18,17:40:57,1039
1358572224,04-12-18,17:41:47,217
1358572243,04-12-18,17:41:49,216
1358572488,04-12-18,17:42:04,210
1358572555,04-12-18,17:42:07,231
1358572765,04-12-18,17:42:19,168
1358573180,04-12-18,17:42:46,192
1358573702,04-12-18,17:43:21,200
1358573866,04-12-18,17:43:32,144
1358573900,04-12-18,17:43:35,208
1358573920,04-12-18,17:43:36,144
1358575210,04-12-18,17:45:02,204
1358575327,04-12-18,17:45:11,109
1358575694,04-12-18,17:45:34,228
1358576911,04-12-18,17:46:54,131
1358577846,04-12-18,17:47:57,108
1358577892,04-12-18,17:47:59,116
1358579539,04-12-18,17:49:47,147
1358580743,04-12-18,17:51:06,135
1358580916,04-12-18,17:51:17,144
1358580938,04-12-18,17:51:18,95
1358580978,04-12-18,17:51:21,136
1358583535,04-12-18,17:54:11,148
1358584777,04-12-18,17:55:35,205
1358585843,04-12-18,17:56:45,218
1358585999,04-12-18,17:56:54,189
1358586228,04-12-18,17:57:09,150
1358586377,04-12-18,17:57:18,149
1358587401,04-12-18,17:58:27,140
1358588872,04-12-18,18:00:08,151
1358589051,04-12-18,18:00:20,151
1358589559,04-12-18,18:00:56,181
1358590080,04-12-18,18:01:35,223
1358590196,04-12-18,18:01:43,217
1358590294,04-12-18,18:01:51,228
1358591521,04-12-18,18:03:09,243
1358591726,04-12-18,18:03:22,229
1358592509,04-12-18,18:04:15,287
1358592851,04-12-18,18:04:36,221
1358594364,04-12-18,18:06:17,222
1358595372,04-12-18,18:07:28,226
1358595461,04-12-18,18:07:35,210
1358595524,04-12-18,18:07:40,311
1358595556,04-12-18,18:07:43,207
1358596583,04-12-18,18:08:50,213
1358596625,04-12-18,18:08:53,638
1358596681,04-12-18,18:08:57,224
1358597011,04-12-18,18:09:19,190
1358597248,04-12-18,18:09:34,167
1358597820,04-12-18,18:10:18,130
1358597845,04-12-18,18:10:20,276
1358598330,04-12-18,18:10:46,154
1358599287,04-12-18,18:11:55,187
1358600656,04-12-18,18:13:31,145
1358600676,04-12-18,18:13:32,224
1358601774,04-12-18,18:14:42,188
1358602089,04-12-18,18:15:05,286
1358602171,04-12-18,18:15:10,142
1358602225,04-12-18,18:15:13,132
1358602696,04-12-18,18:15:48,158
1358603240,04-12-18,18:16:26,303
1358603628,04-12-18,18:16:51,147
1358604454,04-12-18,18:17:48,138
1358604472,04-12-18,18:17:50,139
1358604489,04-12-18,18:17:51,125
1358604603,04-12-18,18:17:58,122
1358605999,04-12-18,18:19:25,197
1358607150,04-12-18,18:20:44,209
1358607296,04-12-18,18:20:55,190
1358608318,04-12-18,18:22:05,285
1358608446,04-12-18,18:22:15,271
1358608515,04-12-18,18:22:19,561
1358608678,04-12-18,18:22:28,219
1358608968,04-12-18,18:22:45,159
1358610232,04-12-18,18:24:12,248
1358611119,04-12-18,18:25:14,287
1358611639,04-12-18,18:25:47,298
1358611695,04-12-18,18:25:51,214
1358611694,04-12-18,18:25:51,250
1358611880,04-12-18,18:26:02,236
1358612526,04-12-18,18:26:50,302
1358612631,04-12-18,18:26:57,210
1358612751,04-12-18,18:27:03,285
1358612868,04-12-18,18:27:10,232
1358612867,04-12-18,18:27:10,241
1358612994,04-12-18,18:27:18,233
1358614082,04-12-18,18:28:34,202
1358615263,04-12-18,18:29:57,213
1358615457,04-12-18,18:30:10,149
1358615495,04-12-18,18:30:12,147
1358616444,04-12-18,18:31:16,126
1358616480,04-12-18,18:31:19,187
1358616587,04-12-18,18:31:26,132
1358616636,04-12-18,18:31:29,194
1358617785,04-12-18,18:32:50,130
1358617784,04-12-18,18:32:50,135
1358618217,04-12-18,18:33:21,216
1358619099,04-12-18,18:34:26,195
1358619282,04-12-18,18:34:40,153
1358619461,04-12-18,18:34:51,162
1358621642,04-12-18,18:37:39,203
1358621656,04-12-18,18:37:40,238
1358622136,04-12-18,18:38:11,176
1358622780,04-12-18,18:39:00,139
1358622870,04-12-18,18:39:06,125
1358622945,04-12-18,18:39:10,137
1358622991,04-12-18,18:39:13,118
1358622993,04-12-18,18:39:14,126
1358623013,04-12-18,18:39:15,150
1358623095,04-12-18,18:39:20,73
1358623952,04-12-18,18:40:27,138
1358624015,04-12-18,18:40:30,205
1358626504,04-12-18,18:43:28,136
1358627608,04-12-18,18:44:46,129
1358627607,04-12-18,18:44:46,182
1358627777,04-12-18,18:44:57,189
1358627820,04-12-18,18:44:59,127
1358628965,04-12-18,18:46:19,216
1358629079,04-12-18,18:46:27,209
1358629171,04-12-18,18:46:33,140
1358629197,04-12-18,18:46:34,138
1358629301,04-12-18,18:46:41,135
1358629377,04-12-18,18:46:47,148
1358630200,04-12-18,18:47:43,179
1358630204,04-12-18,18:47:43,189
1358630254,04-12-18,18:47:47,193
1358630619,04-12-18,18:48:11,290
1358631650,04-12-18,18:49:18,186
1358631661,04-12-18,18:49:19,182
1358631798,04-12-18,18:49:30,132
1358631797,04-12-18,18:49:30,136
1358631871,04-12-18,18:49:35,154
1358632002,04-12-18,18:49:45,337
1358632906,04-12-18,18:50:46,258
1358633413,04-12-18,18:51:21,163
1358634179,04-12-18,18:52:16,217
1358634297,04-12-18,18:52:24,139
1358634296,04-12-18,18:52:24,281
1358635434,04-12-18,18:53:43,209
1358636904,04-12-18,18:55:24,189
1358636997,04-12-18,18:55:30,143
1358637242,04-12-18,18:55:46,155
1358638613,04-12-18,18:57:19,236
1358639837,04-12-18,18:58:44,577
1358640754,04-12-18,18:59:52,307
1358641959,04-12-18,19:01:14,275
1358642470,04-12-18,19:01:48,161
1358643521,04-12-18,19:03:06,232
1358643520,04-12-18,19:03:06,214
1358643624,04-12-18,19:03:14,221
