uid,Date,time,travelTime
1358485431,04-12-18,16:05:09,331
1358485555,04-12-18,16:05:18,468
1358485600,04-12-18,16:05:21,329
1358485795,04-12-18,16:05:36,411
1358486881,04-12-18,16:06:47,422
1358490326,04-12-18,16:10:47,456
1358493690,04-12-18,16:14:48,418
1358494987,04-12-18,16:16:21,155
1358497287,04-12-18,16:18:57,304
1358498833,04-12-18,16:20:39,1517
1358499742,04-12-18,16:21:41,452
1358499988,04-12-18,16:22:01,329
1358502818,04-12-18,16:25:07,307
1358504205,04-12-18,16:26:43,249
1358505280,04-12-18,16:27:56,472
1358505575,04-12-18,16:28:17,441
1358506357,04-12-18,16:29:03,387
1358507895,04-12-18,16:30:46,322
1358509588,04-12-18,16:32:35,246
1358510589,04-12-18,16:33:46,286
1358513651,04-12-18,16:37:00,314
1358515028,04-12-18,16:38:33,420
1358516660,04-12-18,16:40:18,335
1358518008,04-12-18,16:41:46,337
1358519414,04-12-18,16:43:16,368
1358520362,04-12-18,16:44:15,376
1358520722,04-12-18,16:44:38,397
1358521609,04-12-18,16:45:39,378
1358522974,04-12-18,16:47:04,385
1358523015,04-12-18,16:47:08,386
1358527085,04-12-18,16:51:35,278
1358527448,04-12-18,16:52:00,232
1358527501,04-12-18,16:52:04,206
1358527538,04-12-18,16:52:06,153
1358529982,04-12-18,16:54:36,207
1358531341,04-12-18,16:56:08,311
1358531805,04-12-18,16:56:41,319
1358531907,04-12-18,16:56:47,316
1358532627,04-12-18,16:57:38,305
1358532862,04-12-18,16:57:56,295
1358534225,04-12-18,16:59:29,236
1358535452,04-12-18,17:00:47,293
1358535709,04-12-18,17:01:06,1037
1358536640,04-12-18,17:02:06,269
1358540980,04-12-18,17:06:56,1739
1358544039,04-12-18,17:10:17,230
1358544973,04-12-18,17:11:18,302
1358545075,04-12-18,17:11:25,221
1358546242,04-12-18,17:12:42,218
1358546316,04-12-18,17:12:47,228
1358546488,04-12-18,17:12:57,293
1358548132,04-12-18,17:14:50,251
1358548960,04-12-18,17:15:47,1106
1358549259,04-12-18,17:16:10,275
1358551638,04-12-18,17:18:55,1136
1358553185,04-12-18,17:20:41,307
1358558644,04-12-18,17:26:37,311
1358560994,04-12-18,17:29:10,382
1358565195,04-12-18,17:33:53,289
1358565234,04-12-18,17:33:56,382
1358566723,04-12-18,17:35:38,238
1358566846,04-12-18,17:35:46,246
1358566856,04-12-18,17:35:47,310
1358568229,04-12-18,17:37:16,233
1358568916,04-12-18,17:38:03,275
1358569038,04-12-18,17:38:11,205
1358570656,04-12-18,17:39:58,319
1358570785,04-12-18,17:40:07,971
1358571951,04-12-18,17:41:26,298
1358572056,04-12-18,17:41:34,306
1358573552,04-12-18,17:43:11,391
