Timestamp,Bearing,BlockRef,CallDistanceAlongRoute,DataFrameRef,DatedVehicleJourneyRef,DestinationName,DestinationRef,DirectionRef,DistanceFromCall,ExpectedArrivalTime,ExpectedDepartureTime,JourneyPatternRef,Latitude,LineRef,Longitude,Monitored,OperatorRef,OriginAimedDepartureTime,OriginRef,PresentableDistance,ProgressRate,ProgressStatus,PublishedLineName,RecordedAtTime,StopPointName,StopPointRef,StopsFromCall,VehicleRef,VisitNumber,DayOfWeek,VehicleDistanceAlongRoute
2018-04-10 16:02:15-04:00,234.02762,MTA NYCT_OF_B8-Weekday-SDon_E_OF_29220_M1-122,4982.98,2018-04-10,MTA NYCT_OF_B8-Weekday-SDon-092900_M1_145,GRAND STREET via 5 AV/BROADWAY,MTA_803192,1,64.19,2018-04-10T16:02:40.314-04:00,2018-04-10T16:02:40.314-04:00,MTA_M010187,40.785932,MTA NYCT_M1,-73.957206,True,MTA NYCT,,MTA_405284,approaching,normalProgress,,M1,2018-04-10T16:02:15.000-04:00,5 AV/EAST 92 ST,MTA_400116,0,MTA NYCT_6783,1,2,4918.79
2018-04-10 16:02:15-04:00,234.13126,MTA NYCT_OF_B8-Weekday-SDon_E_OF_54060_M1-105,7653.54,2018-04-10,MTA NYCT_OF_B8-Weekday-SDon-090400_M1_105,GRAND STREET via 5 AV/BROADWAY,MTA_803192,1,179.08,2018-04-10T16:04:03.863-04:00,2018-04-10T16:04:03.863-04:00,MTA_M010187,40.765814,MTA NYCT_M1,-73.97188100000001,True,MTA NYCT,,MTA_405284,< 1 stop away,normalProgress,,M1,2018-04-10T16:02:15.000-04:00,5 AV/W  59 ST,MTA_400512,0,MTA NYCT_6758,1,2,7474.46
2018-04-10 16:02:22-04:00,233.9407,MTA NYCT_OF_B8-Weekday-SDon_E_OF_55260_M1-113,5861.36,2018-04-10,MTA NYCT_OF_B8-Weekday-SDon-092400_M1_113,E VILLAGE 8 ST via 5 AV,MTA_403793,1,92.15,2018-04-10T16:03:14.220-04:00,2018-04-10T16:03:14.220-04:00,MTA_M010186,40.779238,MTA NYCT_M1,-73.96209,True,MTA NYCT,,MTA_405284,approaching,normalProgress,,M1,2018-04-10T16:02:22.000-04:00,5 AV/EAST 81 ST,MTA_803162,0,MTA NYCT_6776,1,2,5769.21
2018-04-10 16:02:25-04:00,233.31763999999998,MTA NYCT_OF_B8-Weekday-SDon_E_OF_54660_M1-146,7653.54,2018-04-10,MTA NYCT_OF_B8-Weekday-SDon-091400_M1_146,E VILLAGE 8 ST via 5 AV,MTA_403793,1,21.49,2018-04-10T16:02:40.314-04:00,2018-04-10T16:02:40.314-04:00,MTA_M010186,40.764576,MTA NYCT_M1,-73.972792,True,MTA NYCT,,MTA_405284,at stop,normalProgress,,M1,2018-04-10T16:02:25.000-04:00,5 AV/W  59 ST,MTA_400512,0,MTA NYCT_3883,1,2,7632.05
2018-04-10 16:02:25-04:00,234.09027000000003,MTA NYCT_OF_B8-Weekday-SDon_E_OF_20820_M1-105,9128.65,2018-04-10,MTA NYCT_OF_B8-Weekday-SDon-089200_M1_140,GRAND STREET via 5 AV/BROADWAY,MTA_803192,1,72.15,2018-04-10T16:02:50.886-04:00,2018-04-10T16:02:50.886-04:00,MTA_M010187,40.753365,MTA NYCT_M1,-73.98097299999999,True,MTA NYCT,,MTA_405284,approaching,normalProgress,,M1,2018-04-10T16:02:25.000-04:00,5 AV/W 42 ST,MTA_400518,0,MTA NYCT_3832,1,2,9056.5
2018-04-10 16:02:31-04:00,234.02312999999998,MTA NYCT_OF_B8-Weekday-SDon_E_OF_28980_M7-204,8468.14,2018-04-10,MTA NYCT_OF_B8-Weekday-SDon-089800_M7_207,E VILLAGE 8 ST via 5 AV,MTA_403793,1,33.81,2018-04-10T16:02:52.618-04:00,2018-04-10T16:02:52.618-04:00,MTA_M010186,40.758262,MTA NYCT_M1,-73.977401,True,MTA NYCT,,MTA_405284,approaching,normalProgress,,M1,2018-04-10T16:02:31.000-04:00,5 AV/W 49 ST,MTA_400515,0,MTA NYCT_3893,1,2,8434.33
2018-04-10 16:02:39-04:00,233.75014,MTA NYCT_OF_B8-Weekday-SDon_E_OF_54360_M7-208,7444.01,2018-04-10,MTA NYCT_OF_B8-Weekday-SDon-090900_M7_208,E VILLAGE 8 ST via 5 AV,MTA_403793,1,55.07,2018-04-10T16:03:10.950-04:00,2018-04-10T16:03:10.950-04:00,MTA_M010186,40.766488,MTA NYCT_M1,-73.97139200000001,True,MTA NYCT,,MTA_405284,approaching,normalProgress,,M1,2018-04-10T16:02:39.000-04:00,5 AV/E 62 ST,MTA_400128,0,MTA NYCT_3888,1,2,7388.9400000000005
2018-04-10 16:02:39-04:00,233.87389,MTA NYCT_OF_B8-Weekday-SDon_E_OF_29580_M1-123,7172.01,2018-04-10,MTA NYCT_OF_B8-Weekday-SDon-091900_M1_147,GRAND STREET via 5 AV/BROADWAY,MTA_803192,1,3.56,2018-04-10T16:03:10.950-04:00,2018-04-10T16:03:10.950-04:00,MTA_M010187,40.768226,MTA NYCT_M1,-73.97013199999999,True,MTA NYCT,,MTA_405284,at stop,normalProgress,,M1,2018-04-10T16:02:39.000-04:00,5 AV/E 65 ST,MTA_400126,0,MTA NYCT_6778,1,2,7168.45
2018-04-10 16:02:47-04:00,233.51276000000001,MTA NYCT_OF_B8-Weekday-SDon_E_OF_29220_M1-122,5169.49,2018-04-10,MTA NYCT_OF_B8-Weekday-SDon-092900_M1_145,GRAND STREET via 5 AV/BROADWAY,MTA_803192,1,143.63,2018-04-10T16:03:36.848-04:00,2018-04-10T16:03:36.848-04:00,MTA_M010187,40.785089,MTA NYCT_M1,-73.957821,True,MTA NYCT,,MTA_405284,approaching,normalProgress,,M1,2018-04-10T16:02:47.000-04:00,5 AV/EAST 90 ST,MTA_400117,0,MTA NYCT_6783,1,2,5025.86
2018-04-10 16:02:49-04:00,233.63779,MTA NYCT_OF_B8-Weekday-SDon_E_OF_54060_M1-105,7653.54,2018-04-10,MTA NYCT_OF_B8-Weekday-SDon-090400_M1_105,GRAND STREET via 5 AV/BROADWAY,MTA_803192,1,102.08,2018-04-10T16:03:51.052-04:00,2018-04-10T16:03:51.052-04:00,MTA_M010187,40.765208,MTA NYCT_M1,-73.972324,True,MTA NYCT,,MTA_405284,approaching,normalProgress,,M1,2018-04-10T16:02:49.000-04:00,5 AV/W  59 ST,MTA_400512,0,MTA NYCT_6758,1,2,7551.46
2018-04-10 16:02:49-04:00,233.63779,MTA NYCT_OF_B8-Weekday-SDon_E_OF_54060_M1-105,7653.54,2018-04-10,MTA NYCT_OF_B8-Weekday-SDon-090400_M1_105,GRAND STREET via 5 AV/BROADWAY,MTA_803192,1,102.08,2018-04-10T16:03:51.052-04:00,2018-04-10T16:03:51.052-04:00,MTA_M010187,40.765208,MTA NYCT_M1,-73.972324,True,MTA NYCT,,MTA_405284,approaching,normalProgress,,M1,2018-04-10T16:02:49.000-04:00,5 AV/W  59 ST,MTA_400512,0,MTA NYCT_6758,1,2,7551.46
2018-04-10 16:02:53-04:00,233.83848999999998,MTA NYCT_OF_B8-Weekday-SDon_E_OF_55260_M1-113,5861.36,2018-04-10,MTA NYCT_OF_B8-Weekday-SDon-092400_M1_113,E VILLAGE 8 ST via 5 AV,MTA_403793,1,10.71,2018-04-10T16:03:10.950-04:00,2018-04-10T16:03:10.950-04:00,MTA_M010186,40.778597,MTA NYCT_M1,-73.962558,True,MTA NYCT,,MTA_405284,at stop,normalProgress,,M1,2018-04-10T16:02:53.000-04:00,5 AV/EAST 81 ST,MTA_803162,0,MTA NYCT_6776,1,2,5850.65
2018-04-10 16:02:56-04:00,233.8792,MTA NYCT_OF_B8-Weekday-SDon_E_OF_54660_M1-146,8227.92,2018-04-10,MTA NYCT_OF_B8-Weekday-SDon-091400_M1_146,E VILLAGE 8 ST via 5 AV,MTA_403793,1,472.7,2018-04-10T16:05:55.574-04:00,2018-04-10T16:05:55.574-04:00,MTA_M010186,40.763607,MTA NYCT_M1,-73.9735,True,MTA NYCT,,MTA_405284,< 1 stop away,normalProgress,,M1,2018-04-10T16:02:56.000-04:00,5 AV/W 53 ST,MTA_400514,0,MTA NYCT_3883,1,2,7755.22
