uid,Date,time,travelTime
1354794768,04-08-18,16:02:25,107
1354796380,04-08-18,16:04:15,62
1354796379,04-08-18,16:04:15,74
1354797258,04-08-18,16:05:09,100
1354797492,04-08-18,16:05:29,70
1354797597,04-08-18,16:05:36,157
1354797621,04-08-18,16:05:38,61
1354798888,04-08-18,16:07:01,230
1354799030,04-08-18,16:07:12,82
1354800038,04-08-18,16:08:20,110
1354802771,04-08-18,16:11:24,109
1354802908,04-08-18,16:11:35,55
1354807952,04-08-18,16:17:07,93
1354808301,04-08-18,16:17:37,92
1354808334,04-08-18,16:17:39,111
1354809753,04-08-18,16:19:13,39
1354810713,04-08-18,16:20:20,738
1354816220,04-08-18,16:26:31,82
1354816359,04-08-18,16:26:39,64
1354817336,04-08-18,16:27:47,106
1354817552,04-08-18,16:28:02,48
1354818762,04-08-18,16:29:23,82
1354818803,04-08-18,16:29:26,65
1354819005,04-08-18,16:29:41,54
1354820126,04-08-18,16:30:51,104
1354820381,04-08-18,16:31:09,54
1354821292,04-08-18,16:32:08,99
1354821385,04-08-18,16:32:15,49
1354821595,04-08-18,16:32:29,114
1354821744,04-08-18,16:32:37,56
1354821906,04-08-18,16:32:48,50
1354823190,04-08-18,16:34:15,125
1354824522,04-08-18,16:35:43,69
1354825551,04-08-18,16:36:47,109
1354830560,04-08-18,16:42:34,124
1354830985,04-08-18,16:43:03,1360
1354834750,04-08-18,16:47:19,113
1354834774,04-08-18,16:47:21,119
1354834810,04-08-18,16:47:24,157
1354834908,04-08-18,16:47:33,782
1354835077,04-08-18,16:47:47,57
1354835097,04-08-18,16:47:48,71
1354836245,04-08-18,16:48:56,107
1354837181,04-08-18,16:50:05,115
1354837204,04-08-18,16:50:07,177
1354837350,04-08-18,16:50:20,116
1354837461,04-08-18,16:50:27,122
1354837834,04-08-18,16:50:49,135
1354838882,04-08-18,16:52:04,123
1354839931,04-08-18,16:53:08,114
1354842185,04-08-18,16:55:43,125
1354850979,04-08-18,17:05:46,125
1354851900,04-08-18,17:06:43,120
1354852015,04-08-18,17:06:50,117
1354852089,04-08-18,17:06:55,111
1354852127,04-08-18,17:06:57,94
1354852223,04-08-18,17:07:04,316
1354852270,04-08-18,17:07:08,53
1354853660,04-08-18,17:08:44,44
1354859082,04-08-18,17:14:46,68
1354859926,04-08-18,17:15:47,124
1354863720,04-08-18,17:20:12,103
1354865081,04-08-18,17:21:45,103
1354865368,04-08-18,17:22:04,81
1354865476,04-08-18,17:22:12,58
1354865485,04-08-18,17:22:13,57
1354868002,04-08-18,17:25:06,54
1354868040,04-08-18,17:25:09,53
1354869300,04-08-18,17:26:37,96
1354870386,04-08-18,17:27:56,116
1354870642,04-08-18,17:28:15,76
1354873248,04-08-18,17:31:15,72
1354876913,04-08-18,17:35:30,1322
1354876993,04-08-18,17:35:36,126
1354877041,04-08-18,17:35:40,72
1354877097,04-08-18,17:35:44,56
1354877123,04-08-18,17:35:47,70
1354878275,04-08-18,17:36:59,116
1354878295,04-08-18,17:37:01,125
1354878387,04-08-18,17:37:09,900
1354878460,04-08-18,17:37:16,77
1354879367,04-08-18,17:38:21,135
1354879749,04-08-18,17:38:46,433
1354885553,04-08-18,17:45:38,219
1354887042,04-08-18,17:47:18,189
1354887039,04-08-18,17:47:18,119
1354887420,04-08-18,17:47:47,67
1354888433,04-08-18,17:48:56,109
1354889402,04-08-18,17:50:06,104
1354899961,04-08-18,18:02:22,129
1354900179,04-08-18,18:02:38,121
1354900266,04-08-18,18:02:44,68
1354906452,04-08-18,18:10:19,168
1354907547,04-08-18,18:11:41,127
1354907586,04-08-18,18:11:46,56
1354908553,04-08-18,18:12:52,127
1354908834,04-08-18,18:13:17,68
1354909527,04-08-18,18:14:06,115
1354909819,04-08-18,18:14:26,122
1354909802,04-08-18,18:14:26,119
1354910118,04-08-18,18:14:47,135
1354910879,04-08-18,18:15:44,114
1354910903,04-08-18,18:15:46,107
1354915880,04-08-18,18:21:49,117
1354917040,04-08-18,18:23:09,101
1354917220,04-08-18,18:23:25,94
1354917244,04-08-18,18:23:27,310
1354917514,04-08-18,18:23:49,67
1354918430,04-08-18,18:24:49,112
1354918470,04-08-18,18:24:52,114
1354918782,04-08-18,18:25:19,60
1354919885,04-08-18,18:26:34,85
1354919983,04-08-18,18:26:40,195
1354920088,04-08-18,18:26:46,48
1354920795,04-08-18,18:27:38,124
1354921117,04-08-18,18:28:03,119
1354921236,04-08-18,18:28:11,60
1354921310,04-08-18,18:28:17,77
1354922212,04-08-18,18:29:23,588
1354927265,04-08-18,18:35:31,577
1354927397,04-08-18,18:35:42,123
1354928714,04-08-18,18:37:14,67
1354929951,04-08-18,18:38:41,957
1354929988,04-08-18,18:38:44,68
1354937958,04-08-18,18:48:35,111
1354938298,04-08-18,18:49:03,323
1354939234,04-08-18,18:50:13,123
1354939326,04-08-18,18:50:20,309
1354939526,04-08-18,18:50:34,120
1354942875,04-08-18,18:54:43,197
1354943014,04-08-18,18:54:56,114
1354943122,04-08-18,18:55:06,69
1354943161,04-08-18,18:55:09,123
1354943174,04-08-18,18:55:10,66
1354947422,04-08-18,19:00:37,116
1354947566,04-08-18,19:00:46,119
1354947641,04-08-18,19:00:53,114
1354947784,04-08-18,19:01:09,62
1354947813,04-08-18,19:01:12,49
1354948861,04-08-18,19:02:30,110
1354950880,04-08-18,19:05:12,120
1354951345,04-08-18,19:05:56,567
1354952216,04-08-18,19:07:04,67
1354952249,04-08-18,19:07:08,60
1354952285,04-08-18,19:07:11,121
1354952342,04-08-18,19:07:17,56
1354953037,04-08-18,19:08:06,102
1354953433,04-08-18,19:08:38,54
1354955454,04-08-18,19:11:10,106
