Timestamp,Bearing,BlockRef,CallDistanceAlongRoute,DataFrameRef,DatedVehicleJourneyRef,DestinationName,DestinationRef,DirectionRef,DistanceFromCall,ExpectedArrivalTime,ExpectedDepartureTime,JourneyPatternRef,Latitude,LineRef,Longitude,Monitored,OperatorRef,OriginAimedDepartureTime,OriginRef,PresentableDistance,ProgressRate,ProgressStatus,PublishedLineName,RecordedAtTime,StopPointName,StopPointRef,StopsFromCall,VehicleRef,VisitNumber,VehicleDistanceAlongRoute
2018-04-11 16:00:02-04:00,234.17708,MTA NYCT_OF_B8-Weekday-SDon_E_OF_18120_M1-102,6718.93,2018-04-11,MTA NYCT_OF_B8-Weekday-SDon-088600_M7_225,GRAND STREET via 5 AV/BROADWAY,MTA_803192,1,82.14,2018-04-11T16:00:28.869-04:00,2018-04-11T16:00:28.869-04:00,MTA_M010187,40.772409,MTA NYCT_M1,-73.967074,True,MTA NYCT,,MTA_405284,approaching,normalProgress,,M1,2018-04-11T16:00:02.000-04:00,5 AV/E 72 ST,MTA_400124,0,MTA NYCT_3898,1,6636.79
2018-04-11 16:00:03-04:00,233.9537,MTA NYCT_OF_B8-Weekday-SDon_E_OF_55260_M1-113,4982.98,2018-04-11,MTA NYCT_OF_B8-Weekday-SDon-092400_M1_113,E VILLAGE 8 ST via 5 AV,MTA_403793,1,85.59,2018-04-11T16:01:09.777-04:00,2018-04-11T16:01:09.777-04:00,MTA_M010186,40.786101,MTA NYCT_M1,-73.957083,True,MTA NYCT,,MTA_405284,approaching,normalProgress,,M1,2018-04-11T16:00:03.000-04:00,5 AV/EAST 92 ST,MTA_400116,0,MTA NYCT_3883,1,4897.389999999999
2018-04-11 16:00:08-04:00,234.01682999999997,MTA NYCT_OF_B8-Weekday-SDon_E_OF_51900_M1-141,9554.96,2018-04-11,MTA NYCT_OF_B8-Weekday-SDon-086800_M1_141,GRAND STREET via 5 AV/BROADWAY,MTA_803192,1,91.74,2018-04-11T16:00:43.822-04:00,2018-04-11T16:00:43.822-04:00,MTA_M010187,40.750161999999996,MTA NYCT_M1,-73.983304,True,MTA NYCT,,MTA_405284,approaching,normalProgress,,M1,2018-04-11T16:00:08.000-04:00,5 AV/W 36 ST,MTA_400323,0,MTA NYCT_6760,1,9463.22
2018-04-11 16:00:05-04:00,233.91893,MTA NYCT_OF_B8-Weekday-SDon_E_OF_54060_M1-105,5398.92,2018-04-11,MTA NYCT_OF_B8-Weekday-SDon-090400_M1_105,GRAND STREET via 5 AV/BROADWAY,MTA_803192,1,101.78,2018-04-11T16:01:55.906-04:00,2018-04-11T16:01:55.906-04:00,MTA_M010187,40.782954,MTA NYCT_M1,-73.959379,True,MTA NYCT,,MTA_405284,approaching,normalProgress,,M1,2018-04-11T16:00:05.000-04:00,5 AV/EAST 87 ST,MTA_400118,0,MTA NYCT_6781,1,5297.14
2018-04-11 16:00:05-04:00,233.88245,MTA NYCT_OF_B8-Weekday-SDon_E_OF_28380_M1-120,9554.96,2018-04-11,MTA NYCT_OF_B8-Weekday-SDon-087400_M7_222,GRAND STREET via 5 AV/BROADWAY,MTA_803192,1,162.77,2018-04-11T16:01:08.555-04:00,2018-04-11T16:01:08.555-04:00,MTA_M010187,40.750721,MTA NYCT_M1,-73.982897,True,MTA NYCT,,MTA_405284,< 1 stop away,normalProgress,,M1,2018-04-11T16:00:05.000-04:00,5 AV/W 36 ST,MTA_400323,0,MTA NYCT_3902,1,9392.189999999999
2018-04-11 16:00:29-04:00,234.02762,MTA NYCT_OF_B8-Weekday-SDon_E_OF_54660_M1-146,4982.98,2018-04-11,MTA NYCT_OF_B8-Weekday-SDon-091400_M1_146,E VILLAGE 8 ST via 5 AV,MTA_403793,1,21.4,2018-04-11T16:00:45.694-04:00,2018-04-11T16:00:45.694-04:00,MTA_M010186,40.785595,MTA NYCT_M1,-73.957451,True,MTA NYCT,,MTA_405284,at stop,normalProgress,,M1,2018-04-11T16:00:29.000-04:00,5 AV/EAST 92 ST,MTA_400116,0,MTA NYCT_6779,1,4961.58
2018-04-11 16:00:22-04:00,234.19359,MTA NYCT_OF_B8-Weekday-SDon_E_OF_28980_M7-204,6718.93,2018-04-11,MTA NYCT_OF_B8-Weekday-SDon-089800_M7_207,E VILLAGE 8 ST via 5 AV,MTA_403793,1,41.07,2018-04-11T16:00:42.688-04:00,2018-04-11T16:00:42.688-04:00,MTA_M010186,40.772085,MTA NYCT_M1,-73.967308,True,MTA NYCT,,MTA_405284,approaching,normalProgress,,M1,2018-04-11T16:00:22.000-04:00,5 AV/E 72 ST,MTA_400124,0,MTA NYCT_6750,1,6677.860000000001
2018-04-11 16:00:34-04:00,234.17708,MTA NYCT_OF_B8-Weekday-SDon_E_OF_18120_M1-102,6718.93,2018-04-11,MTA NYCT_OF_B8-Weekday-SDon-088600_M7_225,GRAND STREET via 5 AV/BROADWAY,MTA_803192,1,59.55,2018-04-11T16:00:53.480-04:00,2018-04-11T16:00:53.480-04:00,MTA_M010187,40.772231,MTA NYCT_M1,-73.967202,True,MTA NYCT,,MTA_405284,approaching,normalProgress,,M1,2018-04-11T16:00:34.000-04:00,5 AV/E 72 ST,MTA_400124,0,MTA NYCT_3898,1,6659.38
2018-04-11 16:00:35-04:00,233.9537,MTA NYCT_OF_B8-Weekday-SDon_E_OF_55260_M1-113,4982.98,2018-04-11,MTA NYCT_OF_B8-Weekday-SDon-092400_M1_113,E VILLAGE 8 ST via 5 AV,MTA_403793,1,77.03,2018-04-11T16:01:35.100-04:00,2018-04-11T16:01:35.100-04:00,MTA_M010186,40.786033,MTA NYCT_M1,-73.957132,True,MTA NYCT,,MTA_405284,approaching,normalProgress,,M1,2018-04-11T16:00:35.000-04:00,5 AV/EAST 92 ST,MTA_400116,0,MTA NYCT_3883,1,4905.95
2018-04-11 16:00:37-04:00,233.66612,MTA NYCT_OF_B8-Weekday-SDon_E_OF_54060_M1-105,5398.92,2018-04-11,MTA NYCT_OF_B8-Weekday-SDon-090400_M1_105,GRAND STREET via 5 AV/BROADWAY,MTA_803192,1,79.35,2018-04-11T16:02:03.469-04:00,2018-04-11T16:02:03.469-04:00,MTA_M010187,40.782777,MTA NYCT_M1,-73.959508,True,MTA NYCT,,MTA_405284,approaching,normalProgress,,M1,2018-04-11T16:00:37.000-04:00,5 AV/EAST 87 ST,MTA_400118,0,MTA NYCT_6781,1,5319.57
