uid,Date,time,travelTime
1356578070,04-10-18,16:00:43,381
1356578106,04-10-18,16:00:45,1011
1356578238,04-10-18,16:00:54,369
1356578237,04-10-18,16:00:54,381
1356578447,04-10-18,16:01:08,391
1356578466,04-10-18,16:01:09,390
1356578532,04-10-18,16:01:13,408
1356578574,04-10-18,16:01:15,382
1356578622,04-10-18,16:01:17,338
1356579438,04-10-18,16:02:11,456
1356580024,04-10-18,16:02:50,432
1356580419,04-10-18,16:03:15,599
1356580867,04-10-18,16:03:48,473
1356581174,04-10-18,16:04:11,400
1356581238,04-10-18,16:04:15,455
1356581283,04-10-18,16:04:17,468
1356581344,04-10-18,16:04:21,489
1356582059,04-10-18,16:05:08,541
1356582072,04-10-18,16:05:09,435
1356582167,04-10-18,16:05:17,456
1356582248,04-10-18,16:05:24,609
1356582468,04-10-18,16:05:40,645
1356582507,04-10-18,16:05:43,398
1356582561,04-10-18,16:05:47,474
1356582595,04-10-18,16:05:49,520
1356583553,04-10-18,16:06:54,450
1356583631,04-10-18,16:07:00,471
1356584858,04-10-18,16:08:26,546
1356584992,04-10-18,16:08:35,488
1356585145,04-10-18,16:08:43,139
1356586060,04-10-18,16:09:44,472
1356586209,04-10-18,16:09:55,560
1356586238,04-10-18,16:09:57,485
1356586450,04-10-18,16:10:11,552
1356587173,04-10-18,16:10:55,1062
1356587624,04-10-18,16:11:27,479
1356587672,04-10-18,16:11:32,971
1356587726,04-10-18,16:11:36,399
1356589034,04-10-18,16:12:59,394
1356589250,04-10-18,16:13:12,568
1356589416,04-10-18,16:13:23,425
1356590483,04-10-18,16:14:33,658
1356590547,04-10-18,16:14:36,534
1356591530,04-10-18,16:15:44,1096
1356591640,04-10-18,16:15:52,721
1356591675,04-10-18,16:15:55,545
1356591799,04-10-18,16:16:03,649
1356591843,04-10-18,16:16:06,547
1356591942,04-10-18,16:16:12,580
1356591988,04-10-18,16:16:14,564
1356592075,04-10-18,16:16:19,566
1356592859,04-10-18,16:17:13,611
1356592967,04-10-18,16:17:21,542
1356592979,04-10-18,16:17:22,556
1356593020,04-10-18,16:17:25,525
1356593071,04-10-18,16:17:30,560
1356593079,04-10-18,16:17:31,546
1356593178,04-10-18,16:17:38,642
1356593230,04-10-18,16:17:41,477
1356594119,04-10-18,16:18:39,512
1356594183,04-10-18,16:18:45,629
1356594486,04-10-18,16:19:07,477
1356595419,04-10-18,16:20:11,451
1356595702,04-10-18,16:20:29,544
1356595759,04-10-18,16:20:32,984
1356595878,04-10-18,16:20:39,565
1356595974,04-10-18,16:20:45,1747
1356596928,04-10-18,16:21:53,542
1356596986,04-10-18,16:21:57,567
1356597020,04-10-18,16:21:59,473
1356597035,04-10-18,16:22:00,484
1356597053,04-10-18,16:22:01,566
1356597086,04-10-18,16:22:03,488
1356597184,04-10-18,16:22:09,558
1356597205,04-10-18,16:22:10,579
1356597323,04-10-18,16:22:17,561
1356597399,04-10-18,16:22:22,751
1356598122,04-10-18,16:23:12,547
1356598181,04-10-18,16:23:17,540
1356598288,04-10-18,16:23:27,468
1356598437,04-10-18,16:23:36,553
1356599475,04-10-18,16:24:42,530
1356599486,04-10-18,16:24:42,559
1356599529,04-10-18,16:24:46,449
1356599790,04-10-18,16:25:05,545
1356601034,04-10-18,16:26:28,728
1356601404,04-10-18,16:26:55,326
1356602020,04-10-18,16:27:40,425
1356602072,04-10-18,16:27:44,370
1356602205,04-10-18,16:27:54,377
1356602274,04-10-18,16:27:59,305
1356602506,04-10-18,16:28:14,390
1356602643,04-10-18,16:28:21,320
1356603423,04-10-18,16:29:12,359
1356603437,04-10-18,16:29:13,891
1356603450,04-10-18,16:29:14,342
1356603478,04-10-18,16:29:16,368
1356603666,04-10-18,16:29:31,386
1356603698,04-10-18,16:29:34,373
1356603923,04-10-18,16:29:47,371
1356603961,04-10-18,16:29:49,317
1356604030,04-10-18,16:29:53,326
1356604954,04-10-18,16:30:54,412
1356604961,04-10-18,16:30:55,413
1356605004,04-10-18,16:30:57,375
1356605025,04-10-18,16:30:59,386
1356605022,04-10-18,16:30:59,375
1356605385,04-10-18,16:31:25,390
