uid,Date,time,travelTime
1355744523,04-09-18,16:02:35,273
1355745524,04-09-18,16:03:36,691
1355745711,04-09-18,16:03:49,304
1355745935,04-09-18,16:04:03,223
1355747104,04-09-18,16:05:15,220
1355750316,04-09-18,16:08:36,317
1355752740,04-09-18,16:11:08,265
1355753841,04-09-18,16:12:20,1769
1355754448,04-09-18,16:13:00,274
1355755538,04-09-18,16:14:13,279
1355756939,04-09-18,16:15:34,254
1355757378,04-09-18,16:16:04,243
1355758351,04-09-18,16:17:00,272
1355758530,04-09-18,16:17:12,296
1355760260,04-09-18,16:18:55,141
1355761433,04-09-18,16:20:08,288
1355761624,04-09-18,16:20:21,952
1355761882,04-09-18,16:20:36,218
1355763262,04-09-18,16:22:02,128
1355764239,04-09-18,16:22:59,273
1355764507,04-09-18,16:23:16,167
1355765821,04-09-18,16:24:36,117
1355767195,04-09-18,16:26:02,148
1355767363,04-09-18,16:26:12,195
1355767972,04-09-18,16:26:48,411
1355768864,04-09-18,16:27:40,168
1355768969,04-09-18,16:27:47,139
1355769010,04-09-18,16:27:49,149
1355769047,04-09-18,16:27:51,221
1355769078,04-09-18,16:27:53,203
1355770711,04-09-18,16:29:36,158
1355773685,04-09-18,16:32:40,149
1355774816,04-09-18,16:33:51,200
1355774942,04-09-18,16:33:58,159
1355776331,04-09-18,16:35:23,178
1355776622,04-09-18,16:35:42,155
1355777592,04-09-18,16:36:34,198
1355779634,04-09-18,16:38:42,202
1355780718,04-09-18,16:39:51,208
1355780803,04-09-18,16:39:57,168
1355782113,04-09-18,16:41:13,379
1355782147,04-09-18,16:41:15,198
1355782296,04-09-18,16:41:26,173
1355783539,04-09-18,16:42:38,224
1355783715,04-09-18,16:42:48,249
1355783918,04-09-18,16:43:01,157
1355785074,04-09-18,16:44:13,214
1355785225,04-09-18,16:44:23,220
1355789416,04-09-18,16:48:29,191
1355794155,04-09-18,16:53:11,228
1355794254,04-09-18,16:53:17,221
1355794459,04-09-18,16:53:32,235
1355795789,04-09-18,16:54:49,224
1355796063,04-09-18,16:55:08,257
1355797269,04-09-18,16:56:18,324
1355800001,04-09-18,16:59:04,296
1355800542,04-09-18,16:59:40,611
1355808867,04-09-18,17:08:15,324
1355812143,04-09-18,17:11:34,267
1355815202,04-09-18,17:14:37,292
1355816109,04-09-18,17:15:33,283
1355817489,04-09-18,17:17:06,287
1355817849,04-09-18,17:17:28,237
1355818099,04-09-18,17:17:45,244
1355819154,04-09-18,17:18:47,294
1355819495,04-09-18,17:19:09,257
1355820311,04-09-18,17:20:01,292
1355821019,04-09-18,17:20:42,289
